uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0505,B26,AGOSTINI,NAO,A250,NAO_ENCONTRADO,,,Davis,Davis,1,1952,,,,,"Phys.Rev. 86, 976-985 (bruto)",Nuclear recoil following neutrino emission from beryllium 7,,,74,,article,"Davis, R (1952), “Nuclear recoil following neutrino emission from beryllium 7,” Phys. Rev. 86, 976-985."
U0506,B26,AGOSTINI,NAO,A330,OK,,42672,Fireman,Fireman,2,1952,1952,1952,,,"Phys.Rev. 86, 451",A re-investigation of the double beta-decay from Sn-124,22,22,74,0.3,article,"Fireman, E L, and D. Schwarzer (1952), “A re-investigation of the double beta-decay from Sn-124,” Phys. Rev. 86, 451- 453."
U0507,B26,AGOSTINI,NAO,A341,NAO_ENCONTRADO,,,Fremlin,Fremlin,2,1952,,,,,"Proc.Phys.Soc.A 65, 911-915 (bruto)",An experimental investigation of the stability of nuclei against double betadisintegration,,,74,,article,"Fremlin, J H, and M C Walters (1952), “An experimental investigation of the stability of nuclei against double betadisintegration,” Proceedings of the Physical Society. Section A 65 (11), 911-915."
U0508,B26,AGOSTINI,NAO,A458,OK,,47330,Kalkstein,Kalkstein,2,1952,1952,1952-01-15,,,"Phys.Rev. 85, 368",An Investigation of the Double Beta-Decay of Sn-12450,17,17,74,0.23,article,"Kalkstein, M I, and W. F. Libby (1952), “An Investigation of the Double Beta-Decay of Sn-12450,” Phys. Rev. 85, 368-369."
U0509,B26,AGOSTINI,NAO,A585,NAO_ENCONTRADO,,,Pearce,Pearce,2,1952,,,,,"Phys.Rev. 86, 1049-1050 (bruto)",Double beta-decay of sn124 ,,,74,,article,"Pearce, R M, and E. K. Darby (1952), “Double beta-decay of sn124 ,” Phys. Rev. 86, 1049-1050."
U0510,B26,AGOSTINI,NAO,A175,NAO_ENCONTRADO,,,Bohr,Bohr,2,1953,,,,,"Kong.Dan.Vid.Selsk.Mat.Fys.Medd. 27, 16 (bruto)",,,,73,,article,"Bohr, A, and B. R. Mottelson (1953), K. Dan. Vidensk. Selsk. Mat. Fys. Medd 27, 16."
U0511,B26,AGOSTINI,NAO,A521,NAO_ENCONTRADO,,,Marx,Marx,1,1953,,,,,"Acta Phys.Acad.Sci.Hung. 3, 55-58 (bruto)",Die wechselwirkung der elementar-teilchen und die erhaltungssätze,,,73,,article,"Marx, G (1953), “Die wechselwirkung der elementar-teilchen und die erhaltungssätze,” Acta Physica Academiae Scientiarum Hungaricae 3, 55-58."
U0512,B26,AGOSTINI,NAO,A524,NAO_ENCONTRADO,,,McCarthy,McCarthy,1,1953,,,,,"Phys.Rev. 90, 853-857 (bruto)",Search for double beta-decay in sn124 and zr96 ,,,73,,article,"McCarthy, J A (1953), “Search for double beta-decay in sn124 and zr96 ,” Phys. Rev. 90, 853-857."
U0513,B26,AGOSTINI,NAO,A611,OK,,40475,Reines,Reines,2,1953,1953,1953-11,,,"Phys.Rev. 92, 830",Detection of the free neutrino,724,715,73,9.92,article,"Reines, F, and C. L. Cowan (1953), “Detection of the free neutrino,” Phys. Rev. 92, 830-831."
U0514,B26,AGOSTINI,NAO,A251,OK,,44638,Davis,Davis,1,1955,1955,1955-02,,,"Phys.Rev. 97, 766","Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction",241,234,71,3.39,article,"Davis, Jr, R (1955), “Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction,” Phys. Rev. 97, 766-769."
U0515,B26,AGOSTINI,NAO,A358,OK,,845,Gell-Mann,Gell-Mann,2,1955,1955,1955,,,"Phys.Rev. 97, 1387",Behavior of neutral particles under charge conjugation,636,632,71,8.96,article,"Gell-Mann, M, and A. Pais (1955), “Behavior of neutral particles under charge conjugation,” Phys. Rev. 97, 1387- 1389."
U0516,B26,AGOSTINI,NAO,A525,NAO_ENCONTRADO,,,McCarthy,McCarthy,1,1955,,,,,"Phys.Rev. 97, 1234-1236 (bruto)",Search for double beta decay in ca48 ,,,71,,article,"McCarthy, J A (1955), “Search for double beta decay in ca48 ,” Phys. Rev. 97, 1234-1236."
U0517,B26,AGOSTINI,NAO,A239,OK,,39882,Cowan,Cowan,5,1956,1956,1956-07,,,"Science 124, 103",Detection of the free neutrino: A Confirmation,1734,1725,70,24.77,article,"Cowan, C L, F. Reines, F. B. Harrison, H. W. Kruse, and A. D. McGuire (1956), “Detection of the free neutrino: A Confirmation,” Science 124, 103-104."
U0518,B26,AGOSTINI,NAO,A493,OK,,21787,Lee,Lee,2,1956,1956,1956-10,,,"Phys.Rev. 104, 254",Question of Parity Conservation in Weak Interactions,2658,2647,70,37.97,article,"Lee, T D, and C.-N. Yang (1956), “Question of Parity Conservation in Weak Interactions,” Phys. Rev. 104, 254-258."
U0519,B26,AGOSTINI,NAO,A207,OK,,45908,Case,Case,1,1957,1957,1957-07-01,,,"Phys.Rev. 107, 307",Reformulation of the Majorana Theory of the Neutrino,186,186,69,2.7,article,"Case, K M (1957), “Reformulation of the Majorana Theory of the Neutrino,” Phys. Rev. 107, 307-316."
U0520,B26,AGOSTINI,NAO,A488,OK,,29177,Landau,Landau,1,1957,1957,1957-01-01,,,"Nucl.Phys. 3, 127",On the conservation laws for weak interactions,74,74,69,1.07,article,"Landau, L D (1957), “On the conservation laws for weak interactions,” Nucl. Phys. 3, 127-131."
U0521,B27,AGOSTINI,NAO,A494,OK,,21790,Lee,Lee,2,1957,1957,1957,,,"Phys. Rev. 105, 1671",Parity Nonconservation and a Two Component Theory of the Neutrino,492,485,69,7.13,article,"Lee, T D, and C. N. Yang (1957), “Parity nonconservation and a two-component theory of the neutrino,” Physical Review (Series I) 105, 1671-1675."
U0522,B27,AGOSTINI,NAO,A592,OK,,42736,Pontecorvo,Pontecorvo,1,1957,1957,1957-10,,,"Zh. Eksp. Teor. Fiz. 34, 247",Inverse Beta Processes and Nonconservation of Lepton Charge,2150,2145,69,31.16,article,"Pontecorvo, B (1957a), “Inverse beta processes and nonconservation of lepton charge,” Zh. Eksp. Teor. Fiz. 34, 247."
U0523,B27,AGOSTINI,NAO,A593,OK,,2884,Pontecorvo,Pontecorvo,1,1957,1957,1957,,,"Sov. Phys. JETP 6, 429",Mesonium and antimesonium,2723,2715,69,39.46,article,"Pontecorvo, B (1957b), “Mesonium and anti-mesonium,” Sov. Phys. JETP 6, 429, [Zh. Eksp. Teor. Fiz.33,549(1957)]."
U0524,B27,AGOSTINI,NAO,A633,OK,,40224,Salam,Salam,1,1957,1957,1957-01,,,"Nuovo Cim. 5, 299",On parity conservation and neutrino mass,322,321,69,4.67,article,"Salam, A (1957), “On parity conservation and neutrino mass,” Nuovo Cim. 5, 299-301."
U0525,B27,AGOSTINI,NAO,A680,NAO_ENCONTRADO,,,Touschek,Touschek,2,1957,1957,,,,"Nuovo Cim. Series 10, 5, 1693",On the equivalence theorem for the massless neutrino,,,69,,article,"Touschek, L A Radicati; B (1957), “On the equivalence theorem for the massless neutrino,” Il Nuovo Cimento Series 10 5, 1693-1699."
U0526,B27,AGOSTINI,NAO,A724,OK,,28182,Wu,Wu,5,1957,1957,1957-02-15,,,"Phys. Rev. 105, 1413",Experimental Test of Parity Conservation in beta Decay,3328,3320,69,48.23,article,"Wu, C S, E. Ambler, R. W. Hayward, D. D. Hoppes, and R. P. Hudson (1957), “Experimental Test of Parity Conservation in β Decay,” Phys. Rev. 105, 1413-1414."
U0527,B27,AGOSTINI,NAO,A323,OK,,1115221,Feynman,Feynman,2,1958,1958,1958,,,"Phys. Rev. 109, 193",Theory of Fermi interaction,2053,2043,68,30.19,article,"Feynman, R P, and M. Gell-Mann (1958), “Theory of Fermi interaction,” Phys. Rev. 109, 193-198."
U0528,B27,AGOSTINI,NAO,A367,OK,,28185,Goldhaber,Goldhaber,3,1958,1958,1958,,,"Phys. Rev. 109, 1015",Helicity of Neutrinos,999,996,68,14.69,article,"Goldhaber, M, L. Grodzins, and A. W. Sunyar (1958), “Helicity of Neutrinos,” Phys. Rev. 109, 1015-1017."
U0529,B27,AGOSTINI,NAO,A658,OK,,9165,Sudarshan,Sudarshan,2,1958,1958,1958-01,,,"Phys. Rev. 109, 1860",Chirality invariance and the universal Fermi interaction,773,758,68,11.37,article,"Sudarshan, E C G, and R. e. Marshak (1958), “Chirality invariance and the universal Fermi interaction,” Phys. Rev. 109, 1860-1860."
U0530,B27,AGOSTINI,NAO,A318;A319,NAO_ENCONTRADO,,,Feinberg,Feinberg,2,1959,1959,,,,"Proc. Nat. Acad. Sci. 45, 1301",Microscopic tests of symmetry principles,,,67,,article,"Feinberg, G, and M. Goldhaber (1959a), “Microscopic tests of symmetry principles,” Proceedings of the National Academy of Sciences 45, 1301-1312."
U0531,B27,AGOSTINI,NAO,A388,NAO_ENCONTRADO,,,Greuling,Greuling,2,1960,1960,,,,"Annals Phys. 11, 510",Lepton conservation and double beta-decay,,,66,,article,"Greuling, E, and R. C. Whitten (1960), “Lepton conservation and double beta-decay,” Annals of Physics 11, 510-533."
U0532,B27,GONZALEZ-GARCIA,NAO,G104,OK,,44042,S. van der Meer (1961),van der Meer,1,1961,1961,1961-02-27,,,CERN-61-07,A Directive Device for Charged Particles and Its use in an Enhanced Neutrino Beam,86,85,65,1.32,report,"S. van der Meer (1961), CERN-61-07."
U0533,B27,AGOSTINI,NAO,A336,NAO_ENCONTRADO,,,Freck,Freck,2,1962,1962,,,,"Nature (London) 193, 669",Gamma-Ray Spectrum obtained with a Lithium-drifted p-i-n Junction in Germanium,,,64,,article,"Freck, D V, and J. Wakefield (1962), “Gamma-Ray Spectrum obtained with a Lithium-drifted p-i-n Junction in Germanium,” Nature (London) 193 (4816), 669."
U0534,B27,AGOSTINI,NAO,A460,OK,,3543,Katayama,Katayama,4,1962,1962,1962,,,"Prog. Theor. Phys. 28, 675",Possible unified models of elementary particles with two neutrinos,184,181,64,2.88,article,"Katayama, Y, K. Matumoto, S. Tanaka, and E. Yamada (1962), “Possible unified models of elementary particles with two neutrinos,” Prog. Theor. Phys. 28, 675."
U0535,B27,AGOSTINI,NAO,A516,OK,,3540,Maki,Maki,3,1962,1962,1962-11,,,"Prog. Theor. Phys. 28, 870",Remarks on the unified model of elementary particles,5760,5736,64,90.0,article,"Maki, Z, M. Nakagawa, and S. Sakata (1962), “Remarks on the unified model of elementary particles,” Prog. Theor. Phys. 28, 870-880, [,34(1962)]."
U0536,B27,GONZALEZ-GARCIA,NAO,G018,OK,U0534,3543,Y. Katayama et al.,Katayama,4,1962,1962,1962,,,"Prog. Theor. Phys. 28, 675",Possible unified models of elementary particles with two neutrinos,184,181,64,2.88,article,"Y. Katayama et al., Prog. Theor. Phys. 28, 675 (1962)."
U0537,B27,GONZALEZ-GARCIA,NAO,G017,OK,U0535,3540,Z. Maki,Maki,3,1962,1962,1962-11,,,"Prog. Theor. Phys. 28, 870",Remarks on the unified model of elementary particles,5760,5736,64,90.0,article,"Z. Maki, M. Nakagawa and S. Sakata, Prog. Theor. Phys. 28, 870 (1962)."
U0538,B27,AGOSTINI,NAO,A196,OK,,4510,Cabibbo,Cabibbo,1,1963,1963,1963-06,,,"Phys. Rev. Lett. 10, 531",Unitary Symmetry and Leptonic Decays,8352,8337,63,132.57,article,"Cabibbo, N (1963), “Unitary Symmetry and Leptonic Decays,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Rev. Lett. 10, 531-533, [,648(1963)]."
U0539,B27,AGOSTINI,NAO,A218,NAO_ENCONTRADO,,,Chikovani,Chikovani,3,1963,1963,,,,"Phys. Lett. 6, 254",A track spark chamber,,,63,,article,"Chikovani, GE, V.A. Mikhailov, and V.N. Roinishvili (1963), “A track spark chamber,” Physics Letters 6 (3), 254-255."
U0540,B27,GONZALEZ-GARCIA,NAO,G020,OK,U0538,4510,N. Cabibbo,Cabibbo,1,1963,1963,1963-06,,,"Phys. Rev. Lett. 10, 531",Unitary Symmetry and Leptonic Decays,8352,8337,63,132.57,article,"N. Cabibbo, Phys. Rev. Lett. 10, 531 (1963)."
U0541,B28,AGOSTINI,NAO,A278,OK,,1377064,Dolgoshein,Dolgoshein,3,1964,1964,1964,,,"Nucl.Instr.Meth. 29, 270",The Streamer Chamber,4,4,62,0.06,article,"Dolgoshein, BA, B.U. Rodionov, and B.I. Luchkov (1964), “Streamer chamber,” Nuclear Instruments and Methods 29 (2), 270-276."
U0542,B28,GONZALEZ-GARCIA,NAO,G078,OK,,1319436,C. V. Achar et al.,"Achar, C.V.",,1965,1965,1965-08,,,"Phys.Lett. 18, 196",Detection of muons produced by cosmic ray neutrinos deep underground,221,216,61,3.62,article,"C. V. Achar et al., Phys. Lett. 18, 196 (1965)."
U0543,B28,GONZALEZ-GARCIA,NAO,G079,OK,,48847,F. Reines et al.,"Reines, F.",,1965,1965,1965-08,,,"Phys.Rev.Lett. 15, 429",Evidence for high-energy cosmic ray neutrino interactions,219,214,61,3.59,article,"F. Reines et al., Phys. Rev. Lett. 15, 429 (1965)."
U0923,B48,AGOSTINI,NAO,A522,OK,,50176,der Mateosian,"der Mateosian, E",2,1966,1966,1966,,,"Phys. Rev. 146, 810-815",Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,69,69,60,1.15,article,"der Mateosian, E, and M. Goldhaber (1966), “Limits for lepton-conserving and lepton-nonconserving double beta decay in Ca-48,” Phys. Rev. 146, 810-815."
U0544,B28,GONZALEZ-GARCIA,NAO,G019,OK,,51319,B. Pontecorvo,"Pontecorvo, B.",1,1967,1967,1967,,,"Zh.Eksp.Teor.Fiz. 53, 1717",Neutrino Experiments and the Problem of Conservation of Leptonic Charge,2876,2863,59,48.75,article,"B. Pontecorvo, Zh. Eksp. Teor. Fiz. 53, 1717 (1967)."
U0545,B28,AGOSTINI,NAO,A138,OK,,1432322,Bardin,"Bardin, R.K.",4,1967,1967,1967,,,"Phys.Lett.B 26, 112",Double beta decay in $^{48}$Ca and the conservation of leptons,41,38,59,0.69,article,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1967), “Double beta decay in 48 Ca and the conservation of leptons,” Phys. Lett. B 26, 112-116."
U0546,B28,AGOSTINI,NAO,A326,OK,,51346,Fiorini,"Fiorini, E.",5,1967,1967,1967,,,"Phys.Lett. 25B, 602",A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,108,95,59,1.83,article,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1967), “A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Lett. 25B, 602- 603, [,662(1967)]."
U0547,B28,AGOSTINI,NAO,A594,OK,U0544,51319,Pontecorvo,"Pontecorvo, B.",1,1967,1967,1967,,,"Zh.Eksp.Teor.Fiz. 53, 1717",Neutrino Experiments and the Problem of Conservation of Leptonic Charge,2876,2863,59,48.75,article,"Pontecorvo, B (1967), “Neutrino Experiments and the Problem of Conservation of Leptonic Charge,” Zh. Eksp. Teor. Fiz. 53, 1717-1725."
U0548,B28,AGOSTINI,NAO,A632,OK,,51345,Sakharov,"Sakharov, A.D.",1,1967,1967,1967,,,"Pisma Zh.Eksp.Teor.Fiz. 5, 32","Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe",5876,5872,59,99.59,article,"Sakharov, A D (1967), “Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe,” Pisma Zh. Eksp. Teor. Fiz. 5, 32-35."
U0549,B28,AGOSTINI,NAO,A595,OK,,53178,Pontecorvo,"Pontecorvo, B.",1,1968,1968,1968,,,"Phys.Lett.B 26, 630",Superweak interactions and double beta decay,144,142,58,2.48,article,"Pontecorvo, B (1968), “Superweak interactions and double beta decay,” Physics Letters B 26, 630-632."
U0550,B28,GONZALEZ-GARCIA,NAO,G044,OK,,53047,R. Davis,"Davis, R. Jr.",3,1968,1968,1968-05,,,"Phys.Rev.Lett. 20, 1205",Search for neutrinos from the sun,2223,2193,58,38.33,article,"R. Davis, Jr., D. S. Harmer and K. C. Hoffman, Phys. Rev. Lett. 20, 1205 (1968)."
U0551,B28,AGOSTINI,NAO,A022,OK,,55000,Adler,"Adler, S.L.",1,1969,1969,1969,,,"Phys.Rev. 177, 2426",Axial vector vertex in spinor electrodynamics,5183,5170,57,90.93,article,"Adler, S L (1969), “Axial vector vertex in spinor electrodynamics,” Phys.Rev. 177, 2426-2438."
U0552,B28,AGOSTINI,NAO,A137,OK,,54930,Bardeen,"Bardeen, W.A.",1,1969,1969,1969,,,"Phys.Rev. 184, 1848",Anomalous Ward identities in spinor field theories,1325,1315,57,23.25,article,"Bardeen, W A (1969), “Anomalous ward identities in spinor field theories,” Phys.Rev. 184, 1848-1857."
U0553,B28,AGOSTINI,NAO,A389,OK,,53150,Gribov,"Gribov, V.N.",2,1969,1969,1968-12,,,"Phys.Lett.B 28, 493",Neutrino astronomy and lepton charge,1365,1354,57,23.95,article,"Gribov, VN, and B. Pontecorvo (1969), “Neutrino astronomy and lepton charge,” Phys.Lett.B 28, 493."
U0554,B28,AGOSTINI,NAO,A601,OK,,62272,Primakoff,"Primakoff, H.",2,1969,1969,1969,,,"Phys.Rev. 184, 1925",Nuclear double-beta decay and a new limit on lepton nonconservation,151,137,57,2.65,article,"Primakoff, H, and S. P. Rosen (1969), “Nuclear double-beta decay and a new limit on lepton nonconservation,” Phys. Rev. 184, 1925-1933."
U0555,B28,GONZALEZ-GARCIA,NAO,G024,OK,U0553,53150,V. N. Gribov and B. Pontecorvo,"Gribov, V.N.",2,1969,1969,1968-12,,,"Phys.Lett. 28B, 493",Neutrino astronomy and lepton charge,1365,1354,57,23.95,article,"V. N. Gribov and B. Pontecorvo, Phys. Lett. 28B, 493 (1969)."
U0556,B28,AGOSTINI,NAO,A119,NAO_ENCONTRADO,,,Baertsch,"Baertsch, R.D.",2,1970,,,,,"IEEE Trans.Nucl.Sci. 17, 235",Gamma ray detectors made from high purity germanium,,,56,,article,"Baertsch, R D, and R. N. Hall (1970), “Gamma ray detectors made from high purity germanium,” IEEE Transactions on Nuclear Science 17 (3), 235-240."
U0557,B28,AGOSTINI,NAO,A139,OK,,1437788,Bardin,"Bardin, R.K.",4,1970,1970,1970,,,"Nucl.Phys.A 158, 337",A search for the double beta decay of 48 Ca and lepton conservation,116,115,56,2.07,article,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1970), “A search for the double beta decay of 48 Ca and lepton conservation,” Nucl. Phys. A 158, 337-363."
U0558,B28,AGOSTINI,NAO,A150,OK,,1439005,Behrens,"Behrens, H.",2,1971,1971,1971,,,"Nucl.Phys.A 162, 111",Nuclear beta decay,119,112,55,2.16,article,"Behrens, H, and W. Bühring (1971), “Nuclear beta decay,” Nucl. Phys. A162, 111-144."
U0559,B28,AGOSTINI,NAO,A327,NAO_ENCONTRADO,,,Fiorini,"Fiorini, E.",5,1973,,,,,"Nuovo Cim.A 13, 747",Neutrinoless double-beta decay of76Ge,,,53,,article,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1973), “Neutrinoless double-beta decay of76Ge,” Nuovo Cimento A Serie 13 (3), 747-763."
U0560,B28,GONZALEZ-GARCIA,NAO,G021,OK,,81350,M. Kobayashi and T. Maskawa,"Kobayashi, M.",2,1973,1973,1973-02,,,"Prog.Theor.Phys. 49, 652",CP Violation in the Renormalizable Theory of Weak Interaction,12896,12882,53,243.32,article,"M. Kobayashi and T. Maskawa, Prog. Theor. Phys. 49, 652 (1973)."
U0561,B29,AGOSTINI,NAO,A360,OK,,92111,Georgi,Georgi,2,1974,1974,1974-02,,,"Phys.Rev.Lett. 32, 438",Unity of All Elementary Particle Forces,6231,6193,52,119.83,article,"Georgi, H, and S.L. Glashow (1974), “Unity of all elementary particle forces,” Phys.Rev.Lett. 32, 438-441."
U0562,B29,AGOSTINI,NAO,A566,OK,,4836,Nygren,Nygren,1,1974,1974,1974,,,"eConf C740805, 58",The Time Projection Chamber: A New 4 pi Detector for Charged Particles,89,87,52,1.71,conference paper,"Nygren, D R (1974), “The Time Projection Chamber: A New 4 pi Detector for Charged Particles,” eConf C740805, 58."
U0563,B29,AGOSTINI,NAO,A582,OK,,89207,Pati,Pati,2,1974,1974,1974-01,,,"Phys.Rev.D 10, 275",Lepton Number as the Fourth Color,6027,5895,52,115.9,article,"Pati, J C, and A. Salam (1974), “Lepton number as the fourth color,” Phys.Rev.D 10, 275-289, [Erratum: Phys.Rev.D 11, 703-703 (1975)]."
U0565,B29,AGOSTINI,NAO,A343,OK,,1774,Fritzsch,Fritzsch,2,1975,1974,1974-12,,,"Annals Phys. 93, 193",Unified Interactions of Leptons and Hadrons,2416,2375,52,46.46,article,"Fritzsch, H, and P. Minkowski (1975), “Unified interactions of leptons and hadrons,” Annals Phys. 93, 193-266."
U0564,B29,AGOSTINI,NAO,A231,OK,,107892,Cleveland,Cleveland,7,1975,1975,1975-09-22,,,"Phys. Rev. Lett. 35, 757",Lepton Conservation in the Double beta Decay of Se-82,64,64,51,1.25,article,"Cleveland, B T, W. R. Leo, C. S. Wu, L. R. Kasday, A. M. Rushton, P. J. Gollon, and J. D. Ullman (1975), “Lepton Conservation in the Double beta Decay of Se-82,” Phys. Rev. Lett. 35, 757-760."
U0566,B29,AGOSTINI,NAO,A082,OK,,117817,Arima,Arima,2,1976,1976,1976-03,,,"Annals Phys. 99, 253",Interacting boson model of collective states. 1. The Vibrational limit,965,891,50,19.3,article,"Arima, A, and F. Iachello (1976), “Interacting boson model of collective states. 1. The Vibrational limit,” Annals Phys. 99, 253-317."
U0970,B51,AGOSTINI,NAO,A428,OK,,3438,’t Hooft,"'t Hooft, G",1,1976,1976,1976-03,,,"Phys.Rev.Lett. 37, 8-11",Symmetry Breaking Through Bell-Jackiw Anomalies,4536,4523,50,90.72,article,"’t Hooft, G (1976), “Symmetry breaking through bell-jackiw anomalies,” Phys.Rev.Lett. 37, 8-11."
U0567,B29,AGOSTINI,NAO,A540,OK,,4994,Minkowski,Minkowski,1,1977,1977,1977-02-01T00:00:00+00:00,,,"Phys.Lett.B 67, 421",μ→eγ at a rate of one out of 10^9 muon decays?,5951,5941,49,121.45,article,"Minkowski, P (1977), “µ → eγ at a rate of one out of 109 muon decays?” Phys.Lett.B 67, 421-428."
U0568,B29,GONZALEZ-GARCIA,NAO,G009,OK,U0567,4994,P. Minkowski,Minkowski,1,1977,1977,1977-02-01T00:00:00+00:00,,,"Phys.Lett.B 67, 421",μ→eγ at a rate of one out of 10^9 muon decays?,5951,5941,49,121.45,article,"P. Minkowski, Phys. Lett. 67B, 421 (1977)."
U0570,B29,GONZALEZ-GARCIA,NAO,G026,OK,,122259,L. Wolfenstein,Wolfenstein,1,1978,1977,1977-11,,,"Phys. Rev. D 17, 2369",Neutrino Oscillations in Matter,6381,6366,49,130.22,article,"L. Wolfenstein, Phys. Rev. D 17, 2369 (1978)."
U0571,B29,GONZALEZ-GARCIA,NAO,G169,OK,,122764,N. Cabibbo,Cabibbo,1,1978,1977,1977-09,,,"Phys. Lett. 72B, 333",Time Reversal Violation in Neutrino Oscillation,343,341,49,7.0,article,"N. Cabibbo, Phys. Lett. 72B, 333 (1978)."
U0569,B29,AGOSTINI,NAO,A083,OK,,139188,Arima,Arima,2,1978,1978,1978-03,,,"Annals Phys. 111, 201",Interacting boson model of collective nuclear states. II. The rotational limit,790,732,48,16.46,article,"Arima, A, and F. Iachello (1978), “Interacting boson model of collective nuclear states. II. The rotational limit,” Annals Phys. 111, 201-238."
U0572,B29,AGOSTINI,NAO,A571,OK,,892534,Otsuka,Otsuka,3,1978,1978,1978-10,,,"Nucl. Phys. A 309, 1",Nuclear shell model and interacting bosons,597,510,48,12.44,article,"Otsuka, T, A. Arima, and F. Iachello (1978), “Nuclear shell model and interacting bosons,” Nucl. Phys. A 309, 1-33."
U0001,B01,AGOSTINI;GONZALEZ-GARCIA,SIM,A359;G011,OK,,9686,Gell-Mann,"Gell-Mann, M.",3,1979,1979,1979-09,1306.4669,,,Complex Spinors and Unified Theories,4406,4396,47,93.74,,"Gell-Mann, M, P. Ramond, and R. Slansky (1979), “Complex spinors and unified theories,” in Complex Spinors and Unified Theories, Vol. 790927, pp. 315-321, arXiv:1306.4669 [hep-th]."
U0002,B01,GONZALEZ-GARCIA,NAO,G010,DUVIDOSO,,140422,P. Ramond,"Gell-Mann, M.",3,1979,1979,1979-02,hep-ph/9809459,,,The Family Group in Grand Unified Theories,406,386,47,8.64,,"P. Ramond, in “International Symposium on Fundamentals of Quantum Theory and Quantum Field Theory,” (1979), [hep-ph/9809459]."
U0573,B29,GONZALEZ-GARCIA,NAO,G012,OK,,143150,T. Yanagida,Yanagida,1,1979,1979,1979-02,,,"Conf. Proc. C 7902131, 95",Horizontal gauge symmetry and masses of neutrinos,2623,2568,47,55.81,conference paper,"T. Yanagida, Conf. Proc. C 7902131, 95 (1979)."
U0574,B29,AGOSTINI,NAO,A713,OK,,144673,Weinberg,Weinberg,1,1979,1979,1979,,,"Phys.Rev.Lett. 43, 1566",Baryon and Lepton Nonconserving Processes,2869,2860,47,61.04,article,"Weinberg, S (1979), “Baryon and lepton nonconserving processes,” Phys.Rev.Lett. 43, 1566-1570."
U0575,B29,AGOSTINI,NAO,A719,OK,,8309,Wilczek,Wilczek,2,1979,1979,1979-09,,,"Phys.Rev.Lett. 43, 1571",Operator Analysis of Nucleon Decay,694,679,47,14.77,article,"Wilczek, F, and A. Zee (1979), “Operator analysis of nucleon decay,” Phys.Rev.Lett. 43, 1571-1573."
U0576,B29,AGOSTINI,NAO,A727,OK,U0573,143150,Yanagida,Yanagida,1,1979,1979,1979-02,,,"Conf. Proc. C 7902131, 95 (Vol. 7902131, pp. 95-99)",Horizontal gauge symmetry and masses of neutrinos,2623,2568,47,55.81,conference paper,"Yanagida, Y (1979), “Horizontal gauge symmetry and masses of neutrinos,” in Horizontal gauge symmetry and masses of neutrinos, Vol. 7902131, pp. 95-99."
U0578,B29,GONZALEZ-GARCIA,NAO,G014,OK,,141750,J. Schechter and J. W. F. Valle,Schechter,2,1980,1979,1979-07,,,"Phys. Rev. D21, 309",Comment on the Lepton Mixing Matrix,109,45,47,2.32,article,"J. Schechter and J. W. F. Valle, Phys. Rev. D21, 309 (1980)."
U0580,B29,AGOSTINI,NAO,A544,OK,,143802,Mohapatra,Mohapatra,2,1980,1979,1979-11,,,"Phys.Rev.Lett. 44, 912",Neutrino Mass and Spontaneous Parity Nonconservation,7464,7079,47,158.81,article,"Mohapatra, R N, and G. Senjanovic (1980), “Neutrino mass and spontaneous parity nonconservation,” Phys.Rev.Lett. 44, 912."
U0583,B30,GONZALEZ-GARCIA,NAO,G013,OK,U0580,143802,R. N. Mohapatra and G. Senjanovic,"Mohapatra, R.N.",2,1980,1979,1979-11,,,"Phys. Rev. Lett. 44, 912",Neutrino Mass and Spontaneous Parity Nonconservation,7464,7079,47,158.81,article,"R. N. Mohapatra and G. Senjanovic, Phys. Rev. Lett. 44, 912 (1980)."
U0577,B29,AGOSTINI,NAO,A167,OK,,154335,Bilenky,Bilenky,3,1980,1980,1980-05,,,"Phys.Lett.B 94, 495",On Oscillations of Neutrinos with Dirac and Majorana Masses,759,596,46,16.5,article,"Bilenky, S M, J. Hosek, and S.T. Petcov (1980), “On oscillations of neutrinos with dirac and majorana masses,” Phys.Lett.B 94, 495-498."
