uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0200,B10,AGOSTINI,NAO,A155,OK,,1396169,Benato,"Benato, Giovanni",1,2015,2015,2015-10-05,1510.01089,10.1140/epjc/s10052-015-3802-1,"Eur.Phys.J.C,75,563",Effective Majorana Mass and Neutrinoless Double Beta Decay,58,52,11,5.27,article,"Benato, G (2015), “Effective majorana mass and neutrinoless double beta decay,” Eur.Phys.J.C 75 (11), 563, arXiv:1510.01089 [hep-ph]."
U0203,B11,AGOSTINI,NAO,A261,OK,,1369127,Dell’Oro,Dell'Oro,4,2015,2015,2015-05-11,1505.02722,,"JCAP,12,023",The contribution of light Majorana neutrinos to neutrinoless double beta decay and cosmology,47,37,11,4.27,article,"Dell’Oro, S, S. Marcocci, M. Viel, and F. Vissani (2015), “The contribution of light Majorana neutrinos to neutrinoless double beta decay and cosmology,” JCAP 12, 023, arXiv:1505.02722 [hep-ph]."
U0204,B11,AGOSTINI,NAO,A271,OK,,1345828,Deppisch,Deppisch,3,2015,2015,2015-02-23,1502.06541,,"New J.Phys.,17,075019",Neutrinos and Collider Physics,628,547,11,57.09,article,"Deppisch, Frank F, P. S. Bhupal Dev, and Apostolos Pilaftsis (2015a), “Neutrinos and Collider Physics,” New J. Phys. 17 (7), 075019, arXiv:1502.06541 [hep-ph]."
U0205,B11,AGOSTINI,NAO,A272,OK,,1353116,Deppisch,Deppisch,5,2015,2015,2015-03-16,1503.04825,,"Phys.Rev.D,92,036005",Falsifying High-Scale Baryogenesis with Neutrinoless Double Beta Decay and Lepton Flavor Violation,88,49,11,8.0,article,"Deppisch, Frank F, Julia Harz, Martin Hirsch, Wei-Chih Huang, and Heinrich Päs (2015b), “Falsifying High-Scale Baryogenesis with Neutrinoless Double Beta Decay and Lepton Flavor Violation,” Phys. Rev. D 92 (3), 036005, arXiv:1503.04825 [hep-ph]."
U0210,B11,GONZALEZ-GARCIA,NAO,G131,OK,,1347383,M. Antonello et al. (MicroBooNE,Antonello,"et al. (N/D, MicroBooNE/LAr1-ND/ICARUS-WA104)",2015,2015,2015-03-04,1503.01520,,,A Proposal for a Three Detector Short-Baseline Neutrino Oscillation Program in the Fermilab Booster Neutrino Beam,706,360,11,64.18,report,"M. Antonello et al. (MicroBooNE, LAr1-ND, ICARUS-WA104) (2015), [arXiv:1503.01520]."
U0211,B11,GONZALEZ-GARCIA,NAO,G074,OK,,1344751,M. Honda et al.,Honda,et al. (N/D),2015,2015,2015-02-13,1502.03916,,"Phys.Rev.D,92,023004",Atmospheric neutrino flux calculation using the NRLMSISE-00 atmospheric model,426,413,11,38.73,article,"M. Honda et al., Phys. Rev. D92, 2, 023004 (2015), [arXiv:1502.03916]."
U0212,B11,AGOSTINI,NAO,A583,OK,,1379973,Patterson,Patterson,1,2015,2015,2015-06-25,1506.07917,,"Ann.Rev.Nucl.Part.Sci.,65,177",Prospects for Measurement of the Neutrino Mass Hierarchy,73,73,11,6.64,article,"Patterson, R B (2015), “Prospects for Measurement of the Neutrino Mass Hierarchy,” Ann. Rev. Nucl. Part. Sci. 65, 177-192, arXiv:1506.07917 [hep-ex]."
U0215,B11,AGOSTINI,NAO,A031,OK,,1377353,Agostini,Agostini,3,2016,2015,2015-06-19,1506.06133,,"Eur.Phys.J.C,76,176",Probing flavor models with Ge-76-based experiments on neutrinoless double-beta decay,20,13,11,1.82,article,"Agostini, M, A. Merle, and K. Zuber (2016), “Probing flavor models with76 Ge-based experiments on neutrinoless double-β decay,” Eur. Phys. J. C 76 (4), 176, arXiv:1506.06133 [hep-ex]."
U0216,B11,AGOSTINI,NAO,A063,OK,,1362180,Alekhin,Alekhin,et al. (N/D),2016,2015,2015-04-19,1504.04855,,"Rept.Prog.Phys.,79,124201",A facility to Search for Hidden Particles at the CERN SPS: the SHiP physics case,1015,685,11,92.27,article,"Alekhin, Sergey, et al. (2016), “A facility to Search for Hidden Particles at the CERN SPS: the SHiP physics case,” Rept. Prog. Phys. 79 (12), 124201, arXiv:1504.04855 [hep-ph]."
U0217,B11,AGOSTINI,NAO,A074,OK,,1389173,Andringa,Andringa,"et al. (N/D, SNO+)",2016,2015,2015-08-24,1508.05759,,"Adv.High Energy Phys.,2016,6194250",Current Status and Future Prospects of the SNO+ Experiment,370,272,11,33.64,article,"Andringa, S, et al. (SNO+) (2016), “Current Status and Future Prospects of the SNO+ Experiment,” Adv. High Energy Phys. 2016, 6194250, arXiv:1508.05759 [physics.insdet]."
U0756,B38,AGOSTINI,NAO,A077,OK,,1398831,Aprahamian,"Aprahamian, Ani",,2015,2015,2015-10,,,,Reaching for the horizon: The 2015 long range plan for nuclear science,16,13,11,1.45,report,"Aprahamian, Ani, et al. (2015), “Reaching for the horizon: The 2015 long range plan for nuclear science,” ."
U0757,B38,AGOSTINI,NAO,A141,OK,,1347174,Barea,"Barea, J.",3,2015,2015,2015-03-02,,,"Phys. Rev. C 91, 034304",$0\nu\beta\beta$ and $2\nu\beta\beta$ nuclear matrix elements in the interacting boson model with isospin restoration,413,387,11,37.55,article,"Barea, J, J. Kotila, and F. Iachello (2015a), “0νββ and 2νββ nuclear matrix elements in the interacting boson model with isospin restoration,” Phys. Rev. C 91, 034304."
U0758,B38,AGOSTINI,NAO,A142,OK,,1392039,Barea,"Barea, J.",3,2015,2015,2015-09-07,,,"Phys. Rev. D 92, 093001",Limits on sterile neutrino contributions to neutrinoless double beta decay,53,46,11,4.82,article,"Barea, J, J. Kotila, and F. Iachello (2015b), “Limits on sterile neutrino contributions to neutrinoless double beta decay,” Phys. Rev. D 92, 093001."
U0759,B38,AGOSTINI,NAO,A206,OK,,1333379,Carlson,"Carlson, J.",7,2015,2015,2014-12-09,,,"Rev. Mod. Phys. 87, 1067-1118",Quantum Monte Carlo methods for nuclear physics,856,744,11,77.82,article,"Carlson, J, S. Gandolfi, F. Pederiva, S. C. Pieper, R. Schiavilla, K. E. Schmidt, and R. B. Wiringa (2015), “Quantum monte carlo methods for nuclear physics,” Rev. Mod. Phys. 87, 1067-1118."
U0760,B38,AGOSTINI,NAO,A275,OK,,1342841,Dikmen,"Dikmen, E.",6,2015,2015,2015-02-02,,,"Phys. Rev. C 91, 064301",Ab initio effective interactions for sd-shell valence nucleons,65,55,11,5.91,article,"Dikmen, E, A. F. Lisetski, B. R. Barrett, P. Maris, A. M. Shirokov, and J. P. Vary (2015), “Ab initio effective interactions for sd-shell valence nucleons,” Phys. Rev. C 91 (6), 064301."
U0761,B39,AGOSTINI,NAO,A324,NAO_ENCONTRADO,,,Finch,"Finch, S. W.",1,2015,,,,,,,,,11,,thesis,"Finch, S W (2015), Double-Beta Decay of 96 Zr and Double- Electron Capture of 156 Dy to Excited Final States, Ph.D. thesis (Duke University)."
U0762,B39,AGOSTINI,NAO,A411,OK,,1390149,Hebeler,"Hebeler, K.",4,2015,2015,2015-08-27,,,"Ann. Rev. Nucl. Part. Sci. 65, 457-484",Nuclear forces and their impact on neutron-rich nuclei and neutron-rich matter,259,185,11,23.55,article,"Hebeler, K, J. D. Holt, J. Menendez, and A. Schwenk (2015), “Nuclear forces and their impact on neutron-rich nuclei and neutron-rich matter,” Ann. Rev. Nucl. Part. Sci. 65, 457- 484."
U0763,B39,AGOSTINI,NAO,A435,OK,,1345995,Hyvarinen,"Hyvarinen, J.",2,2015,2015,2015-02-18,,,"Phys. Rev. C 91, 024613",Nuclear matrix elements for 0νββ decays with light or heavy Majorana-neutrino exchange,297,273,11,27.0,article,"Hyvarinen, J, and J. Suhonen (2015), “Nuclear matrix elements for 0νββ decays with light or heavy Majorananeutrino exchange,” Phys. Rev. C 91, 024613. IAEA, (2015), The Fukushima Daiichi Accident, Non-serial Publications (INTERNATIONAL ATOMIC ENERGY AGENCY, Vienna)."
U0764,B39,AGOSTINI,NAO,A416,NAO_ENCONTRADO,,,IAEA,IAEA,,2015,,,,,,,,,11,,report,"IAEA, (2015), The Fukushima Daiichi Accident, Non-serial Publications (INTERNATIONAL ATOMIC ENERGY AGENCY, Vienna)."
