uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0325,B17,arxiv,GONZALEZ-GARCIA,G070,M. Agostini et al. (Borexino),2019,1707.09279,,,,"M. Agostini et al. (Borexino), Phys. Rev. D 100, 8, 082004 (2019), [arXiv:1707.09279]."
U0326,B17,arxiv,GONZALEZ-GARCIA,G146,M. Estienne et al.,2019,1904.09358,,,,"M. Estienne et al., Phys. Rev. Lett. 123, 2, 022502 (2019), [arXiv:1904.09358]."
U0327,B17,arxiv,GONZALEZ-GARCIA,G093,M. G. Aartsen et al. (IceCube),2019,1901.05366,,,,"M. G. Aartsen et al. (IceCube), Phys. Rev. D99, 3, 032007 (2019), [arXiv:1901.05366]."
U0328,B17,arxiv,GONZALEZ-GARCIA,G115,N. Abgrall et al. (NA61/SHINE),2019,1808.04927,,,,"N. Abgrall et al. (NA61/SHINE), Eur. Phys. J. C 79, 2, 100 (2019), [arXiv:1808.04927]."
U0329,B17,arxiv,AGOSTINI,A612,Renner,2019,1905.13110,,,Energy calibration of the NEXT-White detector with 1% resolution near Qββ of136 Xe,"Renner, J, et al. (NEXT) (2019), “Energy calibration of the NEXT-White detector with 1% resolution near Qββ of136 Xe,” JHEP 10, 230, arXiv:1905.13110 [physics.insdet]."
U0330,B17,arxiv,AGOSTINI,A618,Roca-Maza,2019,1907.06368,,,Double charge-exchange phonon states,"Roca-Maza, X, H. Sagawa, and G. Colo’ (2019), “Double charge-exchange phonon states,” arXiv:1907.06368."
U0331,B17,arxiv,AGOSTINI,A638,Senjanovic,2019,1812.03790,,,Disentangling the seesaw mechanism in the minimal left-right symmetric model,"Senjanovic, Goran, and Vladimir Tello (2019), “Disentangling the seesaw mechanism in the minimal left-right symmetric model,” Phys. Rev. D 100 (11), 115031, arXiv:1812.03790 [hep-ph]."
U0332,B17,arxiv,AGOSTINI,A669,Tanimura,2019,1709.05024,,,A Search for Warm/Hot Gas Filaments Between Pairs of SDSS Luminous Red Galaxies,"Tanimura, H, G. Hinshaw, I. G. McCarthy, L. Van Waerbeke, N. Aghanim, Y.-Z. Ma, A. Mead, A. Hojjati, and T. Tröster (2019), “A Search for Warm/Hot Gas Filaments Between Pairs of SDSS Luminous Red Galaxies,” Mon. Not. Roy. Astron. Soc. 483 (1), 223-234, arXiv:1709.05024 [astro-ph.CO]."
U0333,B17,arxiv,GONZALEZ-GARCIA,G250,V. Alenkov et al. (AMoRE),2019,1903.09483,,,,"V. Alenkov et al. (AMoRE), Eur. Phys. J. C79, 9, 791 (2019), [arXiv:1903.09483]."
U0334,B17,arxiv,AGOSTINI,A026,Agostini,2020,2003.13407,,,Sensitivity of the DARWIN observatory to the neutrinoless double beta decay of 136 Xe,"Agostini, F, et al. (DARWIN) (2020a), “Sensitivity of the DARWIN observatory to the neutrinoless double beta decay of 136 Xe,” Eur. Phys. J. C 80 (9), 808, arXiv:2003.13407 [physics.ins-det]."
U0335,B17,arxiv,AGOSTINI;GONZALEZ-GARCIA,A036;G239,Agostini,2020,2009.06079,,,Final Results of GERDA on the Search for Neutrinoless Double-β Decay,"Agostini, M, et al. (GERDA) (2020b), “Final Results of GERDA on the Search for Neutrinoless Double-β Decay,” Phys. Rev. Lett. 125 (25), 252502, arXiv:2009.06079 [nucl-ex]."
U0336,B17,arxiv,AGOSTINI,A037,Agostini,2020,1909.02522,,,Modeling of GERDA Phase II data,"Agostini, M, et al. (GERDA) (2020c), “Modeling of GERDA Phase II data,” JHEP 03, 139, arXiv:1909.02522 [nucl-ex]."
U0337,B17,arxiv,AGOSTINI,A038,Agostini,2020,2005.14184,,,The first search for bosonic super-WIMPs with masses up to 1 MeV/c2 with GERDA,"Agostini, M, et al. (GERDA) (2020d), “The first search for bosonic super-WIMPs with masses up to 1 MeV/c2 with GERDA,” Phys. Rev. Lett. 125 (1), 011801, arXiv:2005.14184 [hep-ex]."
U0338,B17,arxiv,AGOSTINI,A048,Akerib,2020,1912.04248,,,Projected sensitivity of the LUX-ZEPLIN experiment to the 0νββ decay of 136 Xe,"Akerib, D S, et al. (LZ) (2020), “Projected sensitivity of the LUX-ZEPLIN experiment to the 0νββ decay of 136 Xe,” Phys. Rev. C 102 (1), 014602, arXiv:1912.04248 [nucl-ex]."
U0339,B17,arxiv,AGOSTINI,A076,Anton,2020,1908.04128,,,Measurement of the scintillation and ionization response of liquid xenon at MeV energies in the EXO-200 experiment,"Anton, G, et al. (EXO-200) (2020), “Measurement of the scintillation and ionization response of liquid xenon at MeV energies in the EXO-200 experiment,” Phys. Rev. C 101 (6), 065501, arXiv:1908.04128 [physics.ins-det]."
U0340,B17,arxiv,AGOSTINI,A086,Armatol,2020,2011.11726,,,A novel technique for the study of pile-up events in cryogenic bolometers,"Armatol, A, et al. (CUPID) (2020), “A novel technique for the study of pile-up events in cryogenic bolometers,” arXiv:2011.11726 [physics.ins-det]."
U0341,B18,arxiv,AGOSTINI,A087,Armengaud,2020,1912.07272,,,Precise measurement of 2νββ decay of 100 Mo with the CUPID-Mo detection technology,"Armengaud, E, et al. (2020a), “Precise measurement of 2νββ decay of 100 Mo with the CUPID-Mo detection technology,” Eur. Phys. J. C 80 (7), 674, arXiv:1912.07272 [nucl-ex]."
U0342,B18,arxiv,AGOSTINI,A088,Armengaud,2020,1909.02994,,,The CUPID-Mo experiment for neutrinoless double-beta decay: performance and prospects,"Armengaud, E, et al. (2020b), “The CUPID-Mo experiment for neutrinoless double-beta decay: performance and prospects,” Eur. Phys. J. C 80 (1), 44, arXiv:1909.02994 [physics.ins-det]."
U0343,B18,arxiv,AGOSTINI,A100,Arnold,2020,2011.07657,,,Search for Periodic Modulations of the Rate of Double-Beta Decay of 100 Mo in the NEMO-3 Detector,"Arnold, R, et al. (NEMO-3) (2020), “Search for Periodic Modulations of the Rate of Double-Beta Decay of 100 Mo in the NEMO-3 Detector,” arXiv:2011.07657 [nucl-ex]."
U0344,B18,arxiv,AGOSTINI,A104,Askins,2020,1911.03501,,,THEIA: an advanced optical neutrino detector,"Askins, M, et al. (Theia) (2020), “THEIA: an advanced optical neutrino detector,” Eur. Phys. J. C 80 (5), 416, arXiv:1911.03501 [physics.ins-det]."
U0345,B18,arxiv,GONZALEZ-GARCIA,G102,B. Abi et al. (DUNE),2020,2002.02967,,,,"B. Abi et al. (DUNE), JINST 15, 08, T08008 (2020), [arXiv:2002.02967]."
U0346,B18,arxiv,AGOSTINI,A129,Bandac,2020,1906.10233,,,The 0ν2β-decay CROSS experiment: preliminary results and prospects,"Bandac, I C, et al. (CROSS) (2020), “The 0ν2β-decay CROSS experiment: preliminary results and prospects,” JHEP 01, 018, [JHEP20,018(2020)], arXiv:1906.10233 [nucl-ex]."
U0347,B18,arxiv,AGOSTINI,A168,Blaum,2020,2007.14908,,,Neutrinoless Double-Electron Capture,"Blaum, K, S. Eliseev, F. A. Danevich, V. I. Tretyak, S. Kovalenko, M. I. Krivoruchenko, Yu. N. Novikov, and J. Suhonen (2020), “Neutrinoless Double-Electron Capture,” Rev. Mod. Phys. 92, 045007, arXiv:2007.14908 [hep-ph]."
U0348,B18,arxiv,AGOSTINI,A180,Bolton,2020,1912.03058,,,Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,"Bolton, Patrick D, Frank F. Deppisch, and P. S. Bhupal Dev (2020), “Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,” JHEP 03, 170, arXiv:1912.03058 [hep-ph]."
U0349,B18,arxiv,AGOSTINI,A205,Caravaca,2020,2006.00173,,,Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,"Caravaca, J, B.J. Land, M. Yeh, and G.D. Orebi Gann (2020), “Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,” Eur. Phys. J. C 80 (9), 867, arXiv:2006.00173 [physics.ins-det]."
U0350,B18,arxiv,AGOSTINI,A268,Deppisch,2020,2009.10119,,,Analysis of light neutrino exchange and short-range mechanisms in 0νββ decay,"Deppisch, F F, L. Graf, F. Iachello, and J. Kotila (2020a), “Analysis of light neutrino exchange and short-range mechanisms in 0νββ decay,” Phys. Rev. D 102 (9), 095016, arXiv:2009.10119 [hep-ph]."
U0351,B18,arxiv,AGOSTINI,A269,Deppisch,2020,2003.11836,,,Searching for New Physics in Two-Neutrino Double Beta Decay,"Deppisch, F F, Lukas Graf, and F. Šimkovic (2020b), “Searching for New Physics in Two-Neutrino Double Beta Decay,” Phys. Rev. Lett. 125 (17), 171801, arXiv:2003.11836 [hep-ph]."
U0352,B18,arxiv,AGOSTINI,A286,Dror,2020,1908.10861,,,Absorption of Fermionic Dark Matter by Nuclear Targets,"Dror, J A, G. Elor, and R. Mcgehee (2020), “Absorption of Fermionic Dark Matter by Nuclear Targets,” JHEP 02, 134, arXiv:1908.10861 [hep-ph]."
U0353,B18,arxiv,AGOSTINI,A312,Esteban,2020,2007.14792,,,The fate of hints: updated global analysis of three-flavor neutrino oscillations,"Esteban, I, M. C. Gonzalez-Garcia, M. Maltoni, T. Schwetz, and Albert Zhou (2020), “The fate of hints: updated global analysis of three-flavor neutrino oscillations,” JHEP 09, 178, arXiv:2007.14792 [hep-ph]."
U0354,B18,arxiv,AGOSTINI,A350,Galan,2020,1903.03979,,,Topological background discrimination in the PandaX-III neutrinoless double beta decay experiment,"Galan, J, et al. (2020), “Topological background discrimination in the PandaX-III neutrinoless double beta decay experiment,” J. Phys. G 47 (4), 045108, arXiv:1903.03979 [physics.ins-det]."
U0355,B18,arxiv,GONZALEZ-GARCIA,G163,H. Almazán et al. (STEREO),2020,1912.06582,,,,"H. Almazán et al. (STEREO), Phys. Rev. D 102, 5, 052002 (2020), [arXiv:1912.06582]."
U0356,B18,arxiv,GONZALEZ-GARCIA,G149,H. de Kerret et al. (Double Chooz),2020,1901.09445,,,,"H. de Kerret et al. (Double Chooz), Nature Phys. 16, 5, 558 (2020), [arXiv:1901.09445]."
U0357,B18,arxiv,AGOSTINI,A415,Helset,2020,1909.05853,,,"Baryon number, lepton number, and operator dimension in the smeft with flavor symmetries","Helset, A, and A. Kobach (2020), “Baryon number, lepton number, and operator dimension in the smeft with flavor symmetries,” Phys.Lett.B 800, 135132, arXiv:1909.05853 [hep-ph]."
U0358,B18,arxiv,AGOSTINI,A492,Lee,2020,2005.05567,,,AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,"Lee, M H (AMoRE) (2020), “AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,” JINST 15 (08), C08010, arXiv:2005.05567 [physics.ins-det]."
U0359,B18,arxiv,AGOSTINI,A505,Liao,2020,2007.08125,,,An explicit construction of the dimension-9 operator basis in the standard model effective field theory,"Liao, Yi, and Xiao-Dong Ma (2020), “An explicit construction of the dimension-9 operator basis in the standard model effective field theory,” JHEP 11, 152, arXiv:2007.08125 [hep-ph]."
U0360,B18,arxiv,GONZALEZ-GARCIA,G068,M. Agostini et al. (BOREXINO),2020,2006.15115,,Nature|587|577,,"M. Agostini et al. (BOREXINO), Nature 587, 577 (2020), [arXiv:2006.15115]."
U0361,B19,arxiv,GONZALEZ-GARCIA,G071,M. Agostini et al. (Borexino),2020,1709.00756,,,,"M. Agostini et al. (Borexino), Phys. Rev. D 101, 6, 062001 (2020), [arXiv:1709.00756]."
U0362,B19,arxiv,AGOSTINI,A529,Mei,2020,2010.09226,,,Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,"Mei, Y, X. Sun, and N. Xu (2020), “Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,” arXiv:2010.09226 [physics.ins-det]."
U0363,B19,arxiv,AGOSTINI,A569,Obara,2020,1909.09343,,,AXEL: High-pressure Xe gas TPC for BG-free 0ν2β decay search,"Obara, S, et al. (2020), “AXEL: High-pressure Xe gas TPC for BG-free 0ν2β decay search,” Nucl. Instrum. Meth. A 958, 162803, arXiv:1909.09343 [physics.ins-det]."
U0364,B19,arxiv,GONZALEZ-GARCIA,G119,P. Adamson et al. (MINOS+),2020,2006.15208,,,,"P. Adamson et al. (MINOS+), Phys. Rev. Lett. 125, 13, 131802 (2020), [arXiv:2006.15208]."
U0365,B19,arxiv,AGOSTINI,A575,Palanque-Delabrouille,2020,1911.09073,,,"Hints, neutrino bounds and WDM constraints from SDSS DR14 Lyman-α and Planck full-survey data","Palanque-Delabrouille, N, C. Yèche, N. Schöneberg, J. Lesgourgues, M. Walther, S. Chabanier, and E. Armengaud (2020), “Hints, neutrino bounds and WDM constraints from SDSS DR14 Lyman-α and Planck full-survey data,” JCAP 04, 038, arXiv:1911.09073 [astro-ph.CO]."
U0366,B19,arxiv,AGOSTINI,A607,Rebeiro,2020,2002.02987,,,"Benchmarking 136 Xe Neutrinoless ββ Decay Matrix Element Calculations with the Ba(p, t) Reaction","Rebeiro, B M, et al. (2020), “Benchmarking 136 Xe Neutrinoless ββ Decay Matrix Element Calculations with the Ba(p, t) Reaction,” arXiv:2002.02987."
U0367,B19,arxiv,AGOSTINI,A673,Terasaki,2020,2003.03542,,,Strength of the isoscalar pairing interaction determined by a relation between double-charge change and double-pair transfer for double- β decay,"Terasaki, J (2020), “Strength of the isoscalar pairing interaction determined by a relation between double-charge change and double-pair transfer for double- β decay,” Phys. Rev. C 102 (4), 044303, arXiv:2003.03542 [nucl-th]."
U0368,B19,arxiv,AGOSTINI,A728,Yao,2020,1908.05424,,,AbInitio Treatment of Collective Correlations and the Neutrinoless Double Beta Decay of Ca,"Yao, J M, B. Bally, J. Engel, R. Wirth, T. R. Rodrı́guez, and H. Hergert (2020), “AbInitio Treatment of Collective Correlations and the Neutrinoless Double Beta Decay of Ca,” Phys. Rev. Lett. 124, 232501, arXiv:1908.05424."
U0369,B19,arxiv,GONZALEZ-GARCIA,G130,A. A. Aguilar-Arevalo et al. (MiniBooNE),2021,2006.16883,,,,"A. A. Aguilar-Arevalo et al. (MiniBooNE), Phys. Rev. D 103, 5, 052002 (2021), [arXiv:2006.16883]."
U0370,B19,arxiv,GONZALEZ-GARCIA,G167,A. P. Serebrov et al.,2021,2005.05301,,,,"A. P. Serebrov et al., Phys. Rev. D 104, 3, 032003 (2021), [arXiv:2005.05301]."
U0371,B19,arxiv,AGOSTINI;GONZALEZ-GARCIA,A014;G241,Abgrall,2021,2107.11462,,,The Large Enriched Germanium Experiment for Neutrinoless ββ Decay: LEGEND-1000 Preconceptual Design Report,"Abgrall, N, et al. (LEGEND) (2021), “The Large Enriched Germanium Experiment for Neutrinoless ββ Decay: LEGEND-1000 Preconceptual Design Report,” arXiv:2107.11462 [physics.ins-det]."
U0372,B19,arxiv,AGOSTINI,A015,Abi,2021,2104.03281,,,Measurement of the Positive Muon Anomalous Magnetic Moment to 0.46 ppm,"Abi, B, et al. (Muon g-2) (2021), “Measurement of the Positive Muon Anomalous Magnetic Moment to 0.46 ppm,” Phys. Rev. Lett. 126 (14), 141801, arXiv:2104.03281 [hep-ex]."
U0373,B19,arxiv,AGOSTINI;GONZALEZ-GARCIA,A016;G159,Abusleme,2021,2104.02565,,Prog. Part. Nucl. Phys.|123|103927,JUNO Physics and Detector,"Abusleme, A, et al. (JUNO) (2021), “JUNO Physics and Detector,” arXiv:2104.02565 [hep-ex]."
U0374,B19,arxiv,AGOSTINI,A018,Adams,2021,2005.06467,,,Sensitivity of a tonnescale NEXT detector for neutrinoless double beta decay searches,"Adams, C, et al. (NEXT) (2021a), “Sensitivity of a tonnescale NEXT detector for neutrinoless double beta decay searches,” JHEP 2021 (08), 164, arXiv:2005.06467 [physics.ins-det]."
U0375,B19,arxiv,AGOSTINI,A019,Adams,2021,2012.11749,,,Measurement of the 2νββ Decay Half-Life of 130 Te with CUORE,"Adams, D Q, et al. (CUORE) (2021b), “Measurement of the 2νββ Decay Half-Life of 130 Te with CUORE,” Phys. Rev. Lett. 126 (17), 171801, arXiv:2012.11749 [nucl-ex]."
U0376,B19,arxiv,AGOSTINI,A027,Agostini,2021,2012.13938,,,Discovery probabilities of Majorana neutrinos based on cosmological data,"Agostini, M, G. Benato, S. Dell’Oro, S. Pirro, and F. Vissani (2021a), “Discovery probabilities of Majorana neutrinos based on cosmological data,” Phys. Rev. D 103 (3), 033008, arXiv:2012.13938 [hep-ph]."
U0377,B19,arxiv,AGOSTINI,A029,Agostini,2021,2107.09104,,,Testing the inverted neutrino mass ordering with neutrinoless double-β decay,"Agostini, M, G. Benato, J. A. Detwiler, J. Menéndez, and F. Vissani (2021b), “Testing the inverted neutrino mass ordering with neutrinoless double-β decay,” Phys. Rev. C 104 (4), L042501, arXiv:2107.09104 [hep-ph]."
U0378,B19,arxiv,AGOSTINI,A030,Agostini,2021,2012.09281,,,Search for Light Exotic Fermions in Double-Beta Decays,"Agostini, M, E. Bossio, A. Ibarra, and X. Marcano (2021c), “Search for Light Exotic Fermions in Double-Beta Decays,” Phys. Lett. B 815, 136127, arXiv:2012.09281 [hep-ph]."
U0379,B19,arxiv,AGOSTINI,A040,Agrawal,2021,2102.12143,,,Feebly-interacting particles: FIPs 2020 workshop report,"Agrawal, Prateek, et al. (2021), “Feebly-interacting particles: FIPs 2020 workshop report,” Eur. Phys. J. C 81 (11), 1015, arXiv:2102.12143 [hep-ph]."
U0380,B19,arxiv,AGOSTINI,A044,Ajimura,2021,2008.09288,,,Low background measurement in CANDLES-III for studying the neutrino-less double beta decay of 48 Ca,"Ajimura, S, et al. (CANDLES) (2021), “Low background measurement in CANDLES-III for studying the neutrino-less double beta decay of 48 Ca,” Phys. Rev. D 103 (9), 092008, arXiv:2008.09288 [hep-ex]."
U0381,B20,arxiv,AGOSTINI;GONZALEZ-GARCIA,A055;G243,Albanese,2021,2104.11687,,,The SNO+ Experiment,"Albanese, V, et al. (SNO+) (2021), “The SNO+ Experiment,” arXiv:2104.11687 [physics.ins-det]."
U0382,B20,arxiv,AGOSTINI,A089,Armengaud,2021,2011.13243,,,New Limit for Neutrinoless Double-Beta Decay of 100 Mo from the CUPID- Mo Experiment,"Armengaud, E, et al. (CUPID) (2021), “New Limit for Neutrinoless Double-Beta Decay of 100 Mo from the CUPID- Mo Experiment,” Phys. Rev. Lett. 126 (18), 181802, arXiv:2011.13243 [nucl-ex]."
U0383,B20,arxiv,AGOSTINI,A126,Bally,2021,2010.14169,,,Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particlenumber projection,"Bally, B, A. Sánchez-Fernández, and T. R. Rodrı́guez (2021), “Symmetry-projected variational calculations with the numerical suite TAURUS: I. Variation after particlenumber projection,” Eur. Phys. J. A 57 (2), 69, [Erratum: Eur.Phys.J.A 57, 124 (2021)], arXiv:2010.14169 [nucl-th]."
U0384,B20,arxiv,AGOSTINI,A152,Belley,2021,2008.06588,,,"AbInitio Neutrinoless Double-Beta Decay Matrix Elements for 48 Ca , 76 Ge , and 82 Se","Belley, A, C. G. Payne, S. R. Stroberg, T. Miyagi, and J. D. Holt (2021), “AbInitio Neutrinoless Double-Beta Decay Matrix Elements for 48 Ca , 76 Ge , and 82 Se,” Phys. Rev. Lett. 126, 042502, arXiv:2008.06588."
U0385,B20,arxiv,AGOSTINI,A164,Bhattiprolu,2021,2009.07249,,,Criteria for projected discovery and exclusion sensitivities of counting experiments,"Bhattiprolu, P N, S. P. Martin, and J. D. Wells (2021), “Criteria for projected discovery and exclusion sensitivities of counting experiments,” Eur. Phys. J. C 81 (2), 123, arXiv:2009.07249 [physics.data-an]."
U0386,B20,arxiv,AGOSTINI,A179,Bolton,2021,2011.13387,,,Two-Neutrino Double Beta Decay with Sterile Neutrinos,"Bolton, P D, F. F. Deppisch, Lukáš G., and F. Šimkovic (2021), “Two-Neutrino Double Beta Decay with Sterile Neutrinos,” Phys. Rev. D 103 (5), 055019, arXiv:2011.13387 [hep-ph]."
U0387,B20,arxiv,AGOSTINI,A184,Bouet,2021,2007.02570,,,R2D2 spherical TPC: first energy resolution results,"Bouet, R, et al. (2021), “R2D2 spherical TPC: first energy resolution results,” JINST 16 (03), P03012, arXiv:2007.02570 [physics.ins-det]."
U0388,B20,arxiv,AGOSTINI,A185,Brase,2021,2108.11805,,,Neutrinoless doublebeta decay from an effective field theory for heavy nuclei,"Brase, Catharina, Javier Menéndez, Eduardo Antonio Coello Pérez, and Achim Schwenk (2021), “Neutrinoless doublebeta decay from an effective field theory for heavy nuclei,” arXiv:2108.11805 [nucl-th]."
U0389,B20,arxiv,AGOSTINI,A202,Capozzi,2021,2107.00532,,,Unfinished fabric of the three neutrino paradigm,"Capozzi, F, E. Di Valentino, E. Lisi, A. Marrone, A. Melchiorri, and A. Palazzo (2021), “Unfinished fabric of the three neutrino paradigm,” Phys. Rev. D 104 (8), 083031, arXiv:2107.00532 [hep-ph]."
U0390,B20,arxiv,AGOSTINI,A253,Davoudi,2021,2008.11160,,,Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,"Davoudi, Zohreh, William Detmold, Kostas Orginos, Assumpta Parreño, Martin J. Savage, Phiala Shanahan, and Michael L. Wagman (2021), “Nuclear matrix elements from lattice QCD for electroweak and beyond-Standard-Model processes,” Phys. Rept. 900, 1-74, arXiv:2008.11160 [hep-lat]."
