uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0512,B26,titulo,AGOSTINI,A524,McCarthy,1953,,,,Search for double beta-decay in sn124 and zr96 ,"McCarthy, J A (1953), “Search for double beta-decay in sn124 and zr96 ,” Phys. Rev. 90, 853-857."
U0513,B26,titulo,AGOSTINI,A611,Reines,1953,,,,Detection of the free neutrino,"Reines, F, and C. L. Cowan (1953), “Detection of the free neutrino,” Phys. Rev. 92, 830-831."
U0514,B26,titulo,AGOSTINI,A251,Davis,1955,,,,"Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction","Davis, Jr, R (1955), “Attempt to detect the antineutrinos from a nuclear reactor by the Cl37(anti-nu,e-) A37 reaction,” Phys. Rev. 97, 766-769."
U0515,B26,titulo,AGOSTINI,A358,Gell-Mann,1955,,,,Behavior of neutral particles under charge conjugation,"Gell-Mann, M, and A. Pais (1955), “Behavior of neutral particles under charge conjugation,” Phys. Rev. 97, 1387- 1389."
U0516,B26,titulo,AGOSTINI,A525,McCarthy,1955,,,,Search for double beta decay in ca48 ,"McCarthy, J A (1955), “Search for double beta decay in ca48 ,” Phys. Rev. 97, 1234-1236."
U0517,B26,titulo,AGOSTINI,A239,Cowan,1956,,,,Detection of the free neutrino: A Confirmation,"Cowan, C L, F. Reines, F. B. Harrison, H. W. Kruse, and A. D. McGuire (1956), “Detection of the free neutrino: A Confirmation,” Science 124, 103-104."
U0518,B26,titulo,AGOSTINI,A493,Lee,1956,,,,Question of Parity Conservation in Weak Interactions,"Lee, T D, and C.-N. Yang (1956), “Question of Parity Conservation in Weak Interactions,” Phys. Rev. 104, 254-258."
U0519,B26,titulo,AGOSTINI,A207,Case,1957,,,,Reformulation of the Majorana Theory of the Neutrino,"Case, K M (1957), “Reformulation of the Majorana Theory of the Neutrino,” Phys. Rev. 107, 307-316."
U0520,B26,titulo,AGOSTINI,A488,Landau,1957,,,,On the conservation laws for weak interactions,"Landau, L D (1957), “On the conservation laws for weak interactions,” Nucl. Phys. 3, 127-131."
U0521,B27,titulo,AGOSTINI,A494,Lee,1957,,,,Parity nonconservation and a two-component theory of the neutrino,"Lee, T D, and C. N. Yang (1957), “Parity nonconservation and a two-component theory of the neutrino,” Physical Review (Series I) 105, 1671-1675."
U0522,B27,titulo,AGOSTINI,A592,Pontecorvo,1957,,,,Inverse beta processes and nonconservation of lepton charge,"Pontecorvo, B (1957a), “Inverse beta processes and nonconservation of lepton charge,” Zh. Eksp. Teor. Fiz. 34, 247."
U0523,B27,titulo,AGOSTINI,A593,Pontecorvo,1957,,,,Mesonium and anti-mesonium,"Pontecorvo, B (1957b), “Mesonium and anti-mesonium,” Sov. Phys. JETP 6, 429, [Zh. Eksp. Teor. Fiz.33,549(1957)]."
U0524,B27,titulo,AGOSTINI,A633,Salam,1957,,,,On parity conservation and neutrino mass,"Salam, A (1957), “On parity conservation and neutrino mass,” Nuovo Cim. 5, 299-301."
U0525,B27,titulo,AGOSTINI,A680,Touschek,1957,,,,On the equivalence theorem for the massless neutrino,"Touschek, L A Radicati; B (1957), “On the equivalence theorem for the massless neutrino,” Il Nuovo Cimento Series 10 5, 1693-1699."
U0526,B27,titulo,AGOSTINI,A724,Wu,1957,,,,Experimental Test of Parity Conservation in β Decay,"Wu, C S, E. Ambler, R. W. Hayward, D. D. Hoppes, and R. P. Hudson (1957), “Experimental Test of Parity Conservation in β Decay,” Phys. Rev. 105, 1413-1414."
U0527,B27,titulo,AGOSTINI,A323,Feynman,1958,,,,Theory of Fermi interaction,"Feynman, R P, and M. Gell-Mann (1958), “Theory of Fermi interaction,” Phys. Rev. 109, 193-198."
U0528,B27,titulo,AGOSTINI,A367,Goldhaber,1958,,,,Helicity of Neutrinos,"Goldhaber, M, L. Grodzins, and A. W. Sunyar (1958), “Helicity of Neutrinos,” Phys. Rev. 109, 1015-1017."
U0529,B27,titulo,AGOSTINI,A658,Sudarshan,1958,,,,Chirality invariance and the universal Fermi interaction,"Sudarshan, E C G, and R. e. Marshak (1958), “Chirality invariance and the universal Fermi interaction,” Phys. Rev. 109, 1860-1860."
U0530,B27,titulo,AGOSTINI,A318;A319,Feinberg,1959,,,,Microscopic tests of symmetry principles,"Feinberg, G, and M. Goldhaber (1959a), “Microscopic tests of symmetry principles,” Proceedings of the National Academy of Sciences 45, 1301-1312."
U0531,B27,titulo,AGOSTINI,A388,Greuling,1960,,,,Lepton conservation and double beta-decay,"Greuling, E, and R. C. Whitten (1960), “Lepton conservation and double beta-decay,” Annals of Physics 11, 510-533."
U0532,B27,titulo,GONZALEZ-GARCIA,G104,S. van der Meer (1961),1961,,,,,"S. van der Meer (1961), CERN-61-07."
U0533,B27,titulo,AGOSTINI,A336,Freck,1962,,,,Gamma-Ray Spectrum obtained with a Lithium-drifted p-i-n Junction in Germanium,"Freck, D V, and J. Wakefield (1962), “Gamma-Ray Spectrum obtained with a Lithium-drifted p-i-n Junction in Germanium,” Nature (London) 193 (4816), 669."
U0534,B27,titulo,AGOSTINI,A460,Katayama,1962,,,,Possible unified models of elementary particles with two neutrinos,"Katayama, Y, K. Matumoto, S. Tanaka, and E. Yamada (1962), “Possible unified models of elementary particles with two neutrinos,” Prog. Theor. Phys. 28, 675."
U0535,B27,titulo,AGOSTINI,A516,Maki,1962,,,,Remarks on the unified model of elementary particles,"Maki, Z, M. Nakagawa, and S. Sakata (1962), “Remarks on the unified model of elementary particles,” Prog. Theor. Phys. 28, 870-880, [,34(1962)]."
U0536,B27,journal,GONZALEZ-GARCIA,G018,Y. Katayama et al.,1962,,,Prog. Theor. Phys.|28|675,,"Y. Katayama et al., Prog. Theor. Phys. 28, 675 (1962)."
U0537,B27,journal,GONZALEZ-GARCIA,G017,Z. Maki,1962,,,Prog. Theor. Phys.|28|870,,"Z. Maki, M. Nakagawa and S. Sakata, Prog. Theor. Phys. 28, 870 (1962)."
U0538,B27,titulo,AGOSTINI,A196,Cabibbo,1963,,,,Unitary Symmetry and Leptonic Decays,"Cabibbo, N (1963), “Unitary Symmetry and Leptonic Decays,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Rev. Lett. 10, 531-533, [,648(1963)]."
U0539,B27,titulo,AGOSTINI,A218,Chikovani,1963,,,,A track spark chamber,"Chikovani, GE, V.A. Mikhailov, and V.N. Roinishvili (1963), “A track spark chamber,” Physics Letters 6 (3), 254-255."
U0540,B27,journal,GONZALEZ-GARCIA,G020,N. Cabibbo,1963,,,Phys. Rev. Lett.|10|531,,"N. Cabibbo, Phys. Rev. Lett. 10, 531 (1963)."
U0541,B28,titulo,AGOSTINI,A278,Dolgoshein,1964,,,,Streamer chamber,"Dolgoshein, BA, B.U. Rodionov, and B.I. Luchkov (1964), “Streamer chamber,” Nuclear Instruments and Methods 29 (2), 270-276."
U0542,B28,journal,GONZALEZ-GARCIA,G078,C. V. Achar et al.,1965,,,Phys. Lett.|18|196,,"C. V. Achar et al., Phys. Lett. 18, 196 (1965)."
U0543,B28,journal,GONZALEZ-GARCIA,G079,F. Reines et al.,1965,,,Phys. Rev. Lett.|15|429,,"F. Reines et al., Phys. Rev. Lett. 15, 429 (1965)."
U0544,B28,journal,GONZALEZ-GARCIA,G019,B. Pontecorvo,1967,,,Zh. Eksp. Teor. Fiz.|53|1717,,"B. Pontecorvo, Zh. Eksp. Teor. Fiz. 53, 1717 (1967)."
U0545,B28,titulo,AGOSTINI,A138,Bardin,1967,,,,Double beta decay in 48 Ca and the conservation of leptons,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1967), “Double beta decay in 48 Ca and the conservation of leptons,” Phys. Lett. B 26, 112-116."
U0546,B28,titulo,AGOSTINI,A326,Fiorini,1967,,,,A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1967), “A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Lett. 25B, 602- 603, [,662(1967)]."
U0547,B28,titulo,AGOSTINI,A594,Pontecorvo,1967,,,,Neutrino Experiments and the Problem of Conservation of Leptonic Charge,"Pontecorvo, B (1967), “Neutrino Experiments and the Problem of Conservation of Leptonic Charge,” Zh. Eksp. Teor. Fiz. 53, 1717-1725."
U0548,B28,titulo,AGOSTINI,A632,Sakharov,1967,,,,"Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe","Sakharov, A D (1967), “Violation of CP Invariance, C asymmetry, and baryon asymmetry of the universe,” Pisma Zh. Eksp. Teor. Fiz. 5, 32-35."
U0549,B28,titulo,AGOSTINI,A595,Pontecorvo,1968,,,,Superweak interactions and double beta decay,"Pontecorvo, B (1968), “Superweak interactions and double beta decay,” Physics Letters B 26, 630-632."
U0550,B28,journal,GONZALEZ-GARCIA,G044,R. Davis,1968,,,Phys. Rev. Lett.|20|1205,,"R. Davis, Jr., D. S. Harmer and K. C. Hoffman, Phys. Rev. Lett. 20, 1205 (1968)."
U0551,B28,titulo,AGOSTINI,A022,Adler,1969,,,,Axial vector vertex in spinor electrodynamics,"Adler, S L (1969), “Axial vector vertex in spinor electrodynamics,” Phys.Rev. 177, 2426-2438."
U0552,B28,titulo,AGOSTINI,A137,Bardeen,1969,,,,Anomalous ward identities in spinor field theories,"Bardeen, W A (1969), “Anomalous ward identities in spinor field theories,” Phys.Rev. 184, 1848-1857."
U0553,B28,titulo,AGOSTINI,A389,Gribov,1969,,,,Neutrino astronomy and lepton charge,"Gribov, VN, and B. Pontecorvo (1969), “Neutrino astronomy and lepton charge,” Phys.Lett.B 28, 493."
U0554,B28,titulo,AGOSTINI,A601,Primakoff,1969,,,,Nuclear double-beta decay and a new limit on lepton nonconservation,"Primakoff, H, and S. P. Rosen (1969), “Nuclear double-beta decay and a new limit on lepton nonconservation,” Phys. Rev. 184, 1925-1933."
U0555,B28,titulo,GONZALEZ-GARCIA,G024,V. N. Gribov and B. Pontecorvo,1969,,,,,"V. N. Gribov and B. Pontecorvo, Phys. Lett. 28B, 493 (1969)."
U0556,B28,titulo,AGOSTINI,A119,Baertsch,1970,,,,Gamma ray detectors made from high purity germanium,"Baertsch, R D, and R. N. Hall (1970), “Gamma ray detectors made from high purity germanium,” IEEE Transactions on Nuclear Science 17 (3), 235-240."
U0557,B28,titulo,AGOSTINI,A139,Bardin,1970,,,,A search for the double beta decay of 48 Ca and lepton conservation,"Bardin, R K, P. J. Gollon, J. D. Ullman, and C. S. Wu (1970), “A search for the double beta decay of 48 Ca and lepton conservation,” Nucl. Phys. A 158, 337-363."
U0558,B28,titulo,AGOSTINI,A150,Behrens,1971,,,,Nuclear beta decay,"Behrens, H, and W. Bühring (1971), “Nuclear beta decay,” Nucl. Phys. A162, 111-144."
U0559,B28,titulo,AGOSTINI,A327,Fiorini,1973,,,,Neutrinoless double-beta decay of76Ge,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1973), “Neutrinoless double-beta decay of76Ge,” Nuovo Cimento A Serie 13 (3), 747-763."
U0560,B28,journal,GONZALEZ-GARCIA,G021,M. Kobayashi and T. Maskawa,1973,,,Prog. Theor. Phys.|49|652,,"M. Kobayashi and T. Maskawa, Prog. Theor. Phys. 49, 652 (1973)."
U0561,B29,titulo,AGOSTINI,A360,Georgi,1974,,,,Unity of all elementary particle forces,"Georgi, H, and S.L. Glashow (1974), “Unity of all elementary particle forces,” Phys.Rev.Lett. 32, 438-441."
U0562,B29,titulo,AGOSTINI,A566,Nygren,1974,,,,The Time Projection Chamber: A New 4 pi Detector for Charged Particles,"Nygren, D R (1974), “The Time Projection Chamber: A New 4 pi Detector for Charged Particles,” eConf C740805, 58."
U0563,B29,titulo,AGOSTINI,A582,Pati,1974,,,,Lepton number as the fourth color,"Pati, J C, and A. Salam (1974), “Lepton number as the fourth color,” Phys.Rev.D 10, 275-289, [Erratum: Phys.Rev.D 11, 703-703 (1975)]."
U0564,B29,titulo,AGOSTINI,A231,Cleveland,1975,,,,Lepton Conservation in the Double beta Decay of Se-82,"Cleveland, B T, W. R. Leo, C. S. Wu, L. R. Kasday, A. M. Rushton, P. J. Gollon, and J. D. Ullman (1975), “Lepton Conservation in the Double beta Decay of Se-82,” Phys. Rev. Lett. 35, 757-760."
U0565,B29,titulo,AGOSTINI,A343,Fritzsch,1975,,,,Unified interactions of leptons and hadrons,"Fritzsch, H, and P. Minkowski (1975), “Unified interactions of leptons and hadrons,” Annals Phys. 93, 193-266."
U0566,B29,titulo,AGOSTINI,A082,Arima,1976,,,,Interacting boson model of collective states. 1. The Vibrational limit,"Arima, A, and F. Iachello (1976), “Interacting boson model of collective states. 1. The Vibrational limit,” Annals Phys. 99, 253-317."
U0567,B29,titulo,AGOSTINI,A540,Minkowski,1977,,,,µ → eγ at a rate of one out of 109 muon decays?,"Minkowski, P (1977), “µ → eγ at a rate of one out of 109 muon decays?” Phys.Lett.B 67, 421-428."
U0568,B29,titulo,GONZALEZ-GARCIA,G009,P. Minkowski,1977,,,,,"P. Minkowski, Phys. Lett. 67B, 421 (1977)."
U0569,B29,titulo,AGOSTINI,A083,Arima,1978,,,,Interacting boson model of collective nuclear states. II. The rotational limit,"Arima, A, and F. Iachello (1978), “Interacting boson model of collective nuclear states. II. The rotational limit,” Annals Phys. 111, 201-238."
U0570,B29,journal,GONZALEZ-GARCIA,G026,L. Wolfenstein,1978,,,Phys. Rev. D|17|2369,,"L. Wolfenstein, Phys. Rev. D 17, 2369 (1978)."
U0571,B29,titulo,GONZALEZ-GARCIA,G169,N. Cabibbo,1978,,,,,"N. Cabibbo, Phys. Lett. 72B, 333 (1978)."
U0572,B29,titulo,AGOSTINI,A571,Otsuka,1978,,,,Nuclear shell model and interacting bosons,"Otsuka, T, A. Arima, and F. Iachello (1978), “Nuclear shell model and interacting bosons,” Nucl. Phys. A 309, 1-33."
U0573,B29,titulo,GONZALEZ-GARCIA,G012,T. Yanagida,1979,,,,,"T. Yanagida, Conf. Proc. C 7902131, 95 (1979)."
U0574,B29,titulo,AGOSTINI,A713,Weinberg,1979,,,,Baryon and lepton nonconserving processes,"Weinberg, S (1979), “Baryon and lepton nonconserving processes,” Phys.Rev.Lett. 43, 1566-1570."
U0575,B29,titulo,AGOSTINI,A719,Wilczek,1979,,,,Operator analysis of nucleon decay,"Wilczek, F, and A. Zee (1979), “Operator analysis of nucleon decay,” Phys.Rev.Lett. 43, 1571-1573."
U0576,B29,titulo,AGOSTINI,A727,Yanagida,1979,,,,Horizontal gauge symmetry and masses of neutrinos,"Yanagida, Y (1979), “Horizontal gauge symmetry and masses of neutrinos,” in Horizontal gauge symmetry and masses of neutrinos, Vol. 7902131, pp. 95-99."
U0577,B29,titulo,AGOSTINI,A167,Bilenky,1980,,,,On oscillations of neutrinos with dirac and majorana masses,"Bilenky, S M, J. Hosek, and S.T. Petcov (1980), “On oscillations of neutrinos with dirac and majorana masses,” Phys.Lett.B 94, 495-498."
U0578,B29,journal,GONZALEZ-GARCIA,G014,J. Schechter and J. W. F. Valle,1980,,,Phys. Rev.|D21|309,,"J. Schechter and J. W. F. Valle, Phys. Rev. D21, 309 (1980)."
U0579,B29,journal,GONZALEZ-GARCIA,G015,J. Schechter and J. W. F. Valle,1980,,,Phys. Rev.|D22|2227,,"J. Schechter and J. W. F. Valle, Phys. Rev. D22, 2227 (1980)."
U0580,B29,titulo,AGOSTINI,A544,Mohapatra,1980,,,,Neutrino mass and spontaneous parity nonconservation,"Mohapatra, R N, and G. Senjanovic (1980), “Neutrino mass and spontaneous parity nonconservation,” Phys.Rev.Lett. 44, 912."
U0581,B30,titulo,AGOSTINI,A557,Neuhauser,1980,,,,Localized visible Ba+ mono-ion oscillator,"Neuhauser, W, M. Hohenstatt, P. E. Toschek, and H. Dehmelt (1980), “Localized visible Ba+ mono-ion oscillator,” Phys. Rev. A 22 (3), 1137-1140."
U0582,B30,titulo,GONZALEZ-GARCIA,G233,R. E. Shrock,1980,,,,,"R. E. Shrock, Phys. Lett. 96B, 159 (1980)."
U0583,B30,journal,GONZALEZ-GARCIA,G013,R. N. Mohapatra and G. Senjanovic,1980,,,Phys. Rev. Lett.|44|912,,"R. N. Mohapatra and G. Senjanovic, Phys. Rev. Lett. 44, 912 (1980)."
U0584,B30,titulo,GONZALEZ-GARCIA,G170,S. M. Bilenky,1980,,,,,"S. M. Bilenky, J. Hosek and S. T. Petcov, Phys. Lett. 94B, 495 (1980)."
U0585,B30,journal,GONZALEZ-GARCIA,G171,V. D. Barger,1980,,,Phys. Rev. Lett.|45|2084,,"V. D. Barger, K. Whisnant and R. J. N. Phillips, Phys. Rev. Lett. 45, 2084 (1980)."
U0586,B30,titulo,AGOSTINI,A714,Weinberg,1980,,,,Varieties of baryon and lepton nonconservation,"Weinberg, S (1980), “Varieties of baryon and lepton nonconservation,” Phys.Rev.D 22, 1694."
U0587,B30,journal,GONZALEZ-GARCIA,G016,J. Schechter and J. W. F. Valle,1981,,,Phys. Rev.|D24|1883,,"J. Schechter and J. W. F. Valle, Phys. Rev. D24, 1883 (1981), [Erratum: Phys. Rev.D25,283(1982)]."
U0588,B30,journal,GONZALEZ-GARCIA,G138,P. Vogel et al.,1981,,,Phys. Rev.|C24|1543,,"P. Vogel et al., Phys. Rev. C24, 1543 (1981)."
U0589,B30,titulo,GONZALEZ-GARCIA,G230,A. De Rujula and M. Lusignoli,1982,,,,,"A. De Rujula and M. Lusignoli, Phys. Lett. 118B, 429 (1982)."
U0590,B30,titulo,AGOSTINI,A162,Bertsch,1982,,,,Gamow-Teller strength at high excitations,"Bertsch, G F, and I. Hamamoto (1982), “Gamow-Teller strength at high excitations,” Phys. Rev. C 26, 1323-1326."
U0591,B30,titulo,GONZALEZ-GARCIA,G135,F. Von Feilitzsch,1982,,,,,"F. Von Feilitzsch, A. A. Hahn and K. Schreckenbach, Phys. Lett. 118B, 162 (1982)."
U0592,B30,journal,GONZALEZ-GARCIA,G039,J. N. Bahcall et al.,1982,,,Rev. Mod. Phys.|54|767,,"J. N. Bahcall et al., Rev. Mod. Phys. 54, 767 (1982)."
U0593,B30,journal,GONZALEZ-GARCIA,G236,J. Schechter and J. W. F. Valle,1982,,,Phys. Rev. D|25|2951,,"J. Schechter and J. W. F. Valle, Phys. Rev. D 25, 2951 (1982)."
U0594,B30,titulo,AGOSTINI,A636,Schechter,1982,,,,Neutrinoless double beta decay in su(2) x u(1) theories,"Schechter, J, and J.W.F. Valle (1982), “Neutrinoless double beta decay in su(2) x u(1) theories,” Phys.Rev.D 25, 2951."
U0595,B30,titulo,AGOSTINI,A574,Palaio,1983,,,,Neutron-transmutation-doped germanium bolometers,"Palaio, N P, M. Rodder, E. E. Haller, and E. Kreysa (1983), “Neutron-transmutation-doped germanium bolometers,” Int. J. Infrared Milli. Waves 4 (6), 933-943."
U0596,B30,titulo,AGOSTINI,A720,Wildenthal,1983,,,,Predicted features of the beta decay of neutron-rich sdshell nuclei,"Wildenthal, B H, M. S. Curtin, and B. A. Brown (1983), “Predicted features of the beta decay of neutron-rich sdshell nuclei,” Phys. Rev. C 28, 1343-1366."
U0597,B30,titulo,AGOSTINI,A400,Hall,1984,,,,Explicit r-parity breaking in supersymmetric models,"Hall, L J, and M. Suzuki (1984), “Explicit r-parity breaking in supersymmetric models,” Nucl.Phys.B 231, 419-444."
U0598,B30,titulo,AGOSTINI,A401,Haller,1984,,,,Ntd germanium: A novel material for low temperature bolometers,"Haller, E E, N. P. Palaio, M. Rodder, W. L. Hansen, and E. Kreysa (1984), “Ntd germanium: A novel material for low temperature bolometers,” in Neutron Transmutation Doping of Semiconductor Materials, edited by R. D. Larrabee (Springer US, Boston, MA) pp. 21-36."
U0599,B30,journal,GONZALEZ-GARCIA,G202,C. Jarlskog,1985,,,Phys. Rev. Lett.|55|1039,,"C. Jarlskog, Phys. Rev. Lett. 55, 1039 (1985)."
U0600,B30,titulo,AGOSTINI,A277,Doi,1985,,,,Double beta Decay and Majorana Neutrino,"Doi, M, T. Kotani, and E. Takasugi (1985), “Double beta Decay and Majorana Neutrino,” Prog. Theor. Phys. Suppl. 83, 1."
U0601,B31,journal,GONZALEZ-GARCIA,G057,H. H. Chen,1985,,,Phys. Rev. Lett.|55|1534,,"H. H. Chen, Phys. Rev. Lett. 55, 1534 (1985)."
U0602,B31,titulo,GONZALEZ-GARCIA,G136,K. Schreckenbach et al.,1985,,,,,"K. Schreckenbach et al., Phys. Lett. 160B, 325 (1985)."
U0603,B31,titulo,AGOSTINI,A484,Kuzmin,1985,,,,On the Anomalous Electroweak Baryon Number Nonconservation in the Early Universe,"Kuzmin, VA, V.A. Rubakov, and M.E. Shaposhnikov (1985), “On the Anomalous Electroweak Baryon Number Nonconservation in the Early Universe,” Phys. Lett. B 155, 36."
U0604,B31,titulo,AGOSTINI,A627,Ross,1985,,,,Supersymmetric models without r-parity,"Ross, G G, and J.W.F. Valle (1985), “Supersymmetric models without r-parity,” Phys.Lett.B 151, 375-381."
U0605,B31,journal,GONZALEZ-GARCIA,G038,S. P. Mikheyev and A. Y. Smirnov,1985,,,Sov. J. Nucl. Phys.|42|913,,"S. P. Mikheyev and A. Y. Smirnov, Sov. J. Nucl. Phys. 42, 913 (1985)."
U0606,B31,journal,GONZALEZ-GARCIA,G027,A. Halprin,1986,,,Phys. Rev.|D34|3462,,"A. Halprin, Phys. Rev. D34, 3462 (1986)."
U0607,B31,titulo,AGOSTINI,A110,Avignone,1986,,,,Search for the Double Beta Decay of 76 Ge,"Avignone, F T, H. S. Miley, R. L. Brodzinski, J. C. Evans, W. K. Hensley, and J. H. Reeves (1986), “Search for the Double Beta Decay of 76 Ge,” Phys. Rev. C 34, 666-677."
U0608,B31,titulo,AGOSTINI,A347,Fukugita,1986,,,,Baryogenesis Without Grand Unification,"Fukugita, M, and T. Yanagida (1986), “Baryogenesis Without Grand Unification,” Phys. Lett. B 174, 45-47."
U0609,B31,journal,GONZALEZ-GARCIA,G035,S. J. Parke,1986,,,Phys. Rev. Lett.|57|1275,,"S. J. Parke, Phys. Rev. Lett. 57, 1275 (1986)."
U0610,B31,titulo,AGOSTINI,A699,Vogel,1986,,,,Suppression of the Two Neutrino Double beta Decay by Nuclear Structure Effects,"Vogel, P, and M. R. Zirnbauer (1986), “Suppression of the Two Neutrino Double beta Decay by Nuclear Structure Effects,” Phys. Rev. Lett. 57, 3148-3151."
U0611,B31,journal,GONZALEZ-GARCIA,G036,W. C. Haxton,1986,,,Phys. Rev. Lett.|57|1271,,"W. C. Haxton, Phys. Rev. Lett. 57, 1271 (1986)."
U0612,B31,titulo,AGOSTINI,A084,Arima,1987,,,,Nuclear Magnetic Properties and Gamow-teller Transitions,"Arima, A, K. Shimizu, W. Bentz, and H. Hyuga (1987), “Nuclear Magnetic Properties and Gamow-teller Transitions,” Adv. Nucl. Phys. 18, 1-106."
U0613,B31,titulo,AGOSTINI,A170,Bochkarev,1987,,,,Electroweak Production of Baryon Asymmetry and Upper Bounds on the Higgs and Top Masses,"Bochkarev, AI, and M.E. Shaposhnikov (1987), “Electroweak Production of Baryon Asymmetry and Upper Bounds on the Higgs and Top Masses,” Mod. Phys. Lett. A 2, 417."
U0614,B31,titulo,AGOSTINI,A191,Brown,1987,,,,Empirically optimum M1 operator for sd-shell nuclei,"Brown, B A, and B. H. Wildenthal (1987), “Empirically optimum M1 operator for sd-shell nuclei,” Nucl. Phys. A 474, 290-306."
U0615,B31,titulo,AGOSTINI,A302,Elliott,1987,,,,Direct Evidence for Two Neutrino Double Beta Decay in 82 Se,"Elliott, S R, A. A. Hahn, and M. K. Moe (1987), “Direct Evidence for Two Neutrino Double Beta Decay in 82 Se,” Phys. Rev. Lett. 59, 2020-2023."
U0616,B31,journal,GONZALEZ-GARCIA,G172,P. Langacker et al.,1987,,,Nucl. Phys.|B282|589,,"P. Langacker et al., Nucl. Phys. B282, 589 (1987)."
U0617,B31,journal,GONZALEZ-GARCIA,G037,S. T. Petcov,1987,,,Phys. Lett. B|191|299,,"S. T. Petcov, Phys. Lett. B 191, 299 (1987)."
U0618,B31,journal,GONZALEZ-GARCIA,G028,A. J. Baltz and J. Weneser,1988,,,Phys. Rev.|D37|3364,,"A. J. Baltz and J. Weneser, Phys. Rev. D37, 3364 (1988)."
U0619,B31,titulo,AGOSTINI,A123,Bahcall,1988,,,,"Solar Models, Neutrino Experiments and Helioseismology","Bahcall, J N, and R. K. Ulrich (1988), “Solar Models, Neutrino Experiments and Helioseismology,” Rev. Mod. Phys. 60, 297-372."
U0620,B31,titulo,AGOSTINI,A136,Barbieri,1988,,,,Upper Bounds on Supersymmetric Particle Masses,"Barbieri, R, and G.F. Giudice (1988), “Upper Bounds on Supersymmetric Particle Masses,” Nucl. Phys. B 306, 63- 76."
U0621,B32,titulo,AGOSTINI,A308,Engel,1988,,,,Nuclear Structure Effects in Double beta Decay,"Engel, J, P. Vogel, and M. R. Zirnbauer (1988), “Nuclear Structure Effects in Double beta Decay,” Phys. Rev. C 37, 731-746."
U0622,B32,journal,GONZALEZ-GARCIA,G080,K. S. Hirata et al. (Kamiokande-II),1988,,,Phys. Lett. B|205|416,,"K. S. Hirata et al. (Kamiokande-II), Phys. Lett. B 205, 416 (1988)."
U0623,B32,journal,GONZALEZ-GARCIA,G029,P. D. Mannheim,1988,,,Phys. Rev.|D37|1935,,"P. D. Mannheim, Phys. Rev. D37, 1935 (1988)."
U0624,B32,titulo,AGOSTINI,A698,Vogel,1988,,,,Sum Rules for Two Particle Operators and Double Beta Decay,"Vogel, P, M. Ericson, and J. D. Vergados (1988), “Sum Rules for Two Particle Operators and Double Beta Decay,” Phys. Lett. B 212, 259-263."
U0625,B32,titulo,AGOSTINI,A711,Warburton,1988,,,,First-forbidden beta decay near a = 40,"Warburton, E K, J. A. Becker, B. A. Brown, and D. J. Millener (1988), “First-forbidden beta decay near a = 40,” Ann. Phys. 187, 471."
U0626,B32,journal,GONZALEZ-GARCIA,G137,A. A. Hahn et al.,1989,,,Phys. Lett.|B218|365,,"A. A. Hahn et al., Phys. Lett. B218, 365 (1989)."
U0627,B32,titulo,AGOSTINI,A107,Auerbach,1989,,,,,"Auerbach, N, L. Zamick, and D. C. Zheng (1989), Annals Phys. 192, 77."
U0628,B32,journal,GONZALEZ-GARCIA,G004,B. Kayser,1989,,,World Sci. Lect. Notes Phys.|25|1,,"B. Kayser, F. Gibrat-Debu and F. Perrier, World Sci. Lect. Notes Phys. 25, 1 (1989)."
U0629,B32,titulo,GONZALEZ-GARCIA,G001,J. N. Bahcall,1989,,,,,"J. N. Bahcall, NEUTRINO ASTROPHYSICS (1989), ISBN 9780521379755."
U0630,B32,journal,GONZALEZ-GARCIA,G051,K. S. Hirata et al. (Kamiokande-II),1989,,,Phys. Rev. Lett.|63|16,,"K. S. Hirata et al. (Kamiokande-II), Phys. Rev. Lett. 63, 16 (1989)."
U0631,B32,journal,GONZALEZ-GARCIA,G083,M. Aglietta et al. (NUSEX),1989,,,Europhys. Lett.|8|611,,"M. Aglietta et al. (NUSEX), Europhys. Lett. 8, 611 (1989)."
U0632,B32,journal,GONZALEZ-GARCIA,G034,T.-K. Kuo and J. T. Pantaleone,1989,,,Rev. Mod. Phys.|61|937,,"T.-K. Kuo and J. T. Pantaleone, Rev. Mod. Phys. 61, 937 (1989)."
U0633,B32,titulo,AGOSTINI,A186,Brodzinski,1990,,,,Further reduction of radioactive backgrounds in ultrasensitive germanium spectrometers,"Brodzinski, R L, H. S. Miley, J. H. Reeves, and F. T. Avignone (1990), “Further reduction of radioactive backgrounds in ultrasensitive germanium spectrometers,” Nucl. Instrum. Meth. A 292, 337-342."
