ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A372,AGOSTINI,Gonokami,2018,,,Statement from the president of the university of tokyo concerning the start of hyperkamiokande,"Gonokami, M (2018), “Statement from the president of the university of tokyo concerning the start of hyperkamiokande,” https://www.hyperk.org/?p=365, accessed 2021 December."
A373,AGOSTINI,Gonzalez,2000,,,Current IGEX results for neutrinoless double-beta decay of Ge-76,"Gonzalez, D, et al. (2000), “Current IGEX results for neutrinoless double-beta decay of Ge-76,” Nucl. Phys. B Proc. Suppl. 87, 278-280."
A374,AGOSTINI,Gooding,2018,1807.06634,,Light Yield of Perovskite Nanocrystal- Doped Liquid Scintillator,"Gooding, D, J. Gruszko, C. Grant, B. Naranjo, and L. Winslow (2018), “Light Yield of Perovskite Nanocrystal- Doped Liquid Scintillator,” arXiv:1807.06634 [physics.insdet]."
A375,AGOSTINI,de Gouvea,2008,0708.1344,,A survey of lepton number violation via effective operators,"de Gouvea, A, and J. Jenkins (2008), “A survey of lepton number violation via effective operators,” Phys.Rev.D 77, 013008, arXiv:0708.1344 [hep-ph]."
A376,AGOSTINI,de Gouvea,2005,hep-ph/0501039,,See-saw energy scale and the LSND anomaly,"de Gouvea, Andre (2005), “See-saw energy scale and the LSND anomaly,” Phys. Rev. D 72, 033005, arXiv:hep-ph/0501039."
A377,AGOSTINI,de Gouvea,2007,0706.1732,,"GeV seesaw, accidentally small neutrino masses, and Higgs decays to neutrinos","de Gouvea, Andre (2007), “GeV seesaw, accidentally small neutrino masses, and Higgs decays to neutrinos,” arXiv:0706.1732 [hep-ph]."
A378,AGOSTINI,de Gouvea,2022,,,Model dependence in neutrinoless double-beta decay probes,"de Gouvea, Andre (2022), “Model dependence in neutrinoless double-beta decay probes,” Seattle Snowmass Summer Meeting."
A379,AGOSTINI,de Gouvea,2013,1303.4097,,"Lepton Flavor and Number Conservation, and Physics Beyond the Standard Model","de Gouvea, Andre, and Petr Vogel (2013), “Lepton Flavor and Number Conservation, and Physics Beyond the Standard Model,” Prog. Part. Nucl. Phys. 71, 75-92, arXiv:1303.4097 [hep-ph]."
A380,AGOSTINI,de Graaff,2019,1709.10378,,Probing the missing baryons with the Sunyaev- Zel’dovich effect from filaments,"de Graaff, A, Y.-C. Cai, C. Heymans, and J. A. Peacock (2019), “Probing the missing baryons with the Sunyaev- Zel’dovich effect from filaments,” Astron. Astrophys. 624, A48, arXiv:1709.10378 [astro-ph.CO]."
A381,AGOSTINI,Graesser,2017,,,An electroweak basis for neutrinoless double β decay,"Graesser, M L (2017), “An electroweak basis for neutrinoless double β decay,” JHEP 08, 099."
A382,AGOSTINI,Graesser,2022,2202.01237,,Uncovering a chirally suppressed mechanism of 0νββ decay with LHC searches,"Graesser, Michael L, Gang Li, Michael J. Ramsey-Musolf, Tianyang Shen, and Sebastián Urrutia-Quiroga (2022), “Uncovering a chirally suppressed mechanism of 0νββ decay with LHC searches,” arXiv:2202.01237 [hep-ph]."
A383,AGOSTINI,Graf,2018,,,Short-Range Neutrinoless Double Beta Decay Mechanisms,"Graf, L, F. F. Deppisch, F. Iachello, and J. Kotila (2018), “Short-Range Neutrinoless Double Beta Decay Mechanisms,” Phys. Rev. D 98, 095023."
A384,AGOSTINI,Gráf,2022,2204.10845,,Unraveling the 0νββ decay mechanisms,"Gráf, Lukáš, Manfred Lindner, and Oliver Scholer (2022), “Unraveling the 0νββ decay mechanisms,” Phys. Rev. D 106 (3), 035022, arXiv:2204.10845 [hep-ph]."
A385,AGOSTINI,Graham,2019,1908.03564,10.1088/1748-,Light Yield of Perovskite Nanocrystal-Doped Liquid Scintillator,"Graham, E, D. Gooding, J. Gruszko, C. Grant, B. Naranjo, and L. Winslow (2019), “Light Yield of Perovskite Nanocrystal-Doped Liquid Scintillator,” 10.1088/1748- 0221/14/11/P11024, arXiv:1908.03564 [physics.ins-det]."
A386,AGOSTINI,Granena,2009,0907.4054,,"NEXT, a HPGXe TPC for neutrinoless double beta decay searches","Granena, F, et al. (NEXT) (2009), “NEXT, a HPGXe TPC for neutrinoless double beta decay searches,” arXiv:0907.4054 [hep-ex]."
A387,AGOSTINI,Grant,2020,,,Results from kamland-zen and sno+,"Grant, C (2020), “Results from kamland-zen and sno+,” ."
A388,AGOSTINI,Greuling,1960,,,Lepton conservation and double beta-decay,"Greuling, E, and R. C. Whitten (1960), “Lepton conservation and double beta-decay,” Annals of Physics 11, 510-533."
A389,AGOSTINI,Gribov,1969,,,Neutrino astronomy and lepton charge,"Gribov, VN, and B. Pontecorvo (1969), “Neutrino astronomy and lepton charge,” Phys.Lett.B 28, 493."
A390,AGOSTINI,Gruszko,2019,1811.11144,,Detecting Cherenkov light from 1-2 MeV electrons in linear alkylbenzene,"Gruszko, J, B. Naranjo, B. Daniel, A. Elagin, D. Gooding, C. Grant, J. Ouellet, and L. Winslow (2019), “Detecting Cherenkov light from 1-2 MeV electrons in linear alkylbenzene,” JINST 14 (02), P02005, arXiv:1811.11144 [physics.ins-det]."
A391,AGOSTINI,Guiseppe,2018,1712.08167,,A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,"Guiseppe, V E, C. D. Christofferson, K. R. Hair, and F. M. Adams (2018), “A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,” AIP Conf. Proc. 1921 (1), 070003, arXiv:1712.08167 [physics.ins-det]."
A392,AGOSTINI,Guzowski,2018,1804.00280,,The first ever search for neutrinoless quadruple beta decay,"Guzowski, P (NEMO-3) (2018), “The first ever search for neutrinoless quadruple beta decay,” in Prospects in Neutrino Physics, pp. 154-158, arXiv:1804.00280 [hep-ex]."
A393,AGOSTINI,Gysbers,2019,,,Discrepancy between experimental and theoretical β-decay rates resolved from first principles,"Gysbers, P, et al. (2019), “Discrepancy between experimental and theoretical β-decay rates resolved from first principles,” Nature Phys. 15, 428-431."
A394,AGOSTINI,Ha,2019,1811.09344,,First Direct Search for Inelastic Boosted Dark Matter with COSINE-100,"Ha, C, et al. (COSINE-100) (2019), “First Direct Search for Inelastic Boosted Dark Matter with COSINE-100,” Phys. Rev. Lett. 122 (13), 131802, arXiv:1811.09344 [astro-ph.IM]."
A395,AGOSTINI,Haaranen,2017,,,Spectrumshape method and the next-to-leading-order terms of the β-decay shape factor,"Haaranen, M, J. Kotila, and J. Suhonen (2017), “Spectrumshape method and the next-to-leading-order terms of the β-decay shape factor,” Phys. Rev. C 95, 024327."
A396,AGOSTINI,Haaranen,2016,,,Forbidden nonunique β decays and effective values of weak coupling constants,"Haaranen, M, P. C. Srivastava, and J. Suhonen (2016), “Forbidden nonunique β decays and effective values of weak coupling constants,” Phys. Rev. C 93, 034308."
A397,AGOSTINI,Hagen,2016,,,Structure of 78 Ni from first principles computations,"Hagen, G, G. R. Jansen, and T. Papenbrock (2016), “Structure of 78 Ni from first principles computations,” Phys. Rev. Lett. 117, 172501."
A398,AGOSTINI,Hagen,2022,2201.07298,,Angular-momentum projection in coupled-cluster theory: structure of 34 Mg,"Hagen, G, S. J. Novario, Z. H. Sun, T. Papenbrock, G. R. Jansen, J. G. Lietz, T. Duguet, and A. Tichai (2022), “Angular-momentum projection in coupled-cluster theory: structure of 34 Mg,” arXiv:2201.07298 [nucl-th]."
A399,AGOSTINI,Hagen,2014,,,Coupled-cluster computations of atomic nuclei,"Hagen, G, T. Papenbrock, M. Hjorth-Jensen, and D. J. Dean (2014), “Coupled-cluster computations of atomic nuclei,” Rept. Prog. Phys. 77, 096302."
A400,AGOSTINI,Hall,1984,,,Explicit r-parity breaking in supersymmetric models,"Hall, L J, and M. Suzuki (1984), “Explicit r-parity breaking in supersymmetric models,” Nucl.Phys.B 231, 419-444."
A401,AGOSTINI,Haller,1984,,,Ntd germanium: A novel material for low temperature bolometers,"Haller, E E, N. P. Palaio, M. Rodder, W. L. Hansen, and E. Kreysa (1984), “Ntd germanium: A novel material for low temperature bolometers,” in Neutron Transmutation Doping of Semiconductor Materials, edited by R. D. Larrabee (Springer US, Boston, MA) pp. 21-36."
A402,AGOSTINI,Hanna,1949,,,The β Spectrum of H3 ,"Hanna, G C, and B. Pontecorvo (1949), “The β Spectrum of H3 ,” Phys. Rev. 75, 983-984."
A403,AGOSTINI,Harkins,1915,,,The structure of complex atoms. the hydrogen-helium system. [second paper on atomic structure.],"Harkins, W D, and E. D. Wilson (1915a), “The structure of complex atoms. the hydrogen-helium system. [second paper on atomic structure.],” Journal of the American Chemical Society 37, 1383-1396."
A404,AGOSTINI,Harkins,1915,,,The structure of complex atoms. the hydrogen-helium system. [second paper on atomic structure.],"Harkins, W D, and E. D. Wilson (1915b), “The structure of complex atoms. the hydrogen-helium system. [second paper on atomic structure.],” Proc. Nat. Acad. Sci. USA 1, 276- 283."
A405,AGOSTINI,Harvey,1990,,,Cosmological baryon and lepton number in the presence of electroweak fermion number violation,"Harvey, J A, and M. S. Turner (1990), “Cosmological baryon and lepton number in the presence of electroweak fermion number violation,” Phys. Rev. D 42, 3344-3349."
A406,AGOSTINI,Haxel,1949,,,On the,"Haxel, O, J. H. D. Jensen, and H. E. Suess (1949), “On the ”Magic Numbers” in Nuclear Structure,” Phys. Rev. 75 (11), 1766-1766."
A407,AGOSTINI,Haxton,1984,,,Double beta Decay,"Haxton, W C, and G. J. Stephenson (1984a), “Double beta Decay,” Prog. Part. Nucl. Phys. 12, 409-479."
A408,AGOSTINI,Haxton,1984,,,Double beta Decay,"Haxton, W C, and G. J. Stephenson (1984b), “Double beta Decay,” Prog. Part. Nucl. Phys. 12, 409-479."
A409,AGOSTINI,Hayes,2003,,,Neutrino C-12 scattering in the ab initio shell model with a realistic three body interaction,"Hayes, A C, P. Navrátil, and J. P. Vary (2003), “Neutrino C-12 scattering in the ab initio shell model with a realistic three body interaction,” Phys. Rev. Lett. 91, 012502."
A410,AGOSTINI,Hayes,2000,,,Shell model calculations of neutrino scattering from C-12,"Hayes, A C, and I. S. Towner (2000), “Shell model calculations of neutrino scattering from C-12,” Phys. Rev. C 61, 044603."
A411,AGOSTINI,Hebeler,2015,,,Nuclear forces and their impact on neutron-rich nuclei and neutron-rich matter,"Hebeler, K, J. D. Holt, J. Menendez, and A. Schwenk (2015), “Nuclear forces and their impact on neutron-rich nuclei and neutron-rich matter,” Ann. Rev. Nucl. Part. Sci. 65, 457- 484."
A412,AGOSTINI,Heisenberg,1932,,,Über den bau der atomkerne. i,"Heisenberg, W (1932a), “Über den bau der atomkerne. i,” Zeitschrift für Physik A Hadrons and Nuclei 77, 1-11."
A413,AGOSTINI,Heisenberg,1932,,,Über den bau der atomkerne. ii,"Heisenberg, W (1932b), “Über den bau der atomkerne. ii,” Zeitschrift für Physik A Hadrons and Nuclei 78, 156-164."
A414,AGOSTINI,Heisenberg,1933,,,Über den bau der atomkerne. iii,"Heisenberg, W (1933), “Über den bau der atomkerne. iii,” Zeitschrift für Physik A Hadrons and Nuclei 80, 587-596."
A415,AGOSTINI,Helset,2020,1909.05853,,"Baryon number, lepton number, and operator dimension in the smeft with flavor symmetries","Helset, A, and A. Kobach (2020), “Baryon number, lepton number, and operator dimension in the smeft with flavor symmetries,” Phys.Lett.B 800, 135132, arXiv:1909.05853 [hep-ph]."
A416,AGOSTINI,Henderson,2019,,,Triaxiality in selenium-76,"Henderson, J, et al. (2019), “Triaxiality in selenium-76,” Phys. Rev. C 99, 054313."
A417,AGOSTINI,Hergert,2016,,,The In-Medium Similarity Renormalization Group: A Novel Ab Initio Method for Nuclei,"Hergert, H, S. K. Bogner, T. D. Morris, A. Schwenk, and K. Tsukiyama (2016), “The In-Medium Similarity Renormalization Group: A Novel Ab Initio Method for Nuclei,” Phys. Rept. 621, 165-222."
A418,AGOSTINI,Hernández,2016,1606.06719,,Testable Baryogenesis in Seesaw Models,"Hernández, P, M. Kekic, J. López-Pavón, J. Racker, and J. Salvado (2016), “Testable Baryogenesis in Seesaw Models,” JHEP 08, 157, arXiv:1606.06719 [hep-ph]."
A419,AGOSTINI,Hicks,2022,,,Nuclear structure of Te130 from inelastic neutron scattering and shell model analysis,"Hicks, S F, et al. (2022), “Nuclear structure of Te130 from inelastic neutron scattering and shell model analysis,” Phys. Rev. C 105, 024329."
A420,AGOSTINI,Higashiyama,2020,,,,"Higashiyama, K, K. Yanase, N. Yoshinaga, A. Umeya, and E. Uehara, A. Teruya (2020), J. Phys G."
A421,AGOSTINI,Hinohara,2014,,,Proton-Neutron Pairing Amplitude as a Generator Coordinate for Double-Beta Decay,"Hinohara, N, and J. Engel (2014), “Proton-Neutron Pairing Amplitude as a Generator Coordinate for Double-Beta Decay,” Phys. Rev. C 90, 031301."
A422,AGOSTINI,Hinohara,2022,,,Global calculation of two-neutrino double-β decay within the finite amplitude method in nuclear density functional theory,"Hinohara, Nobuo, and Jonathan Engel (2022), “Global calculation of two-neutrino double-β decay within the finite amplitude method in nuclear density functional theory,” Phys. Rev. C 105, 044314."
A423,AGOSTINI,Hirsch,2000,hep-ph/0004115,,Neutrino masses and mixings from supersymmetry with bilinear r parity violation: A theory for solar and atmospheric neutrino oscillations,"Hirsch, M, M.A. Diaz, W. Porod, J.C. Romao, and J.W.F. Valle (2000a), “Neutrino masses and mixings from supersymmetry with bilinear r parity violation: A theory for solar and atmospheric neutrino oscillations,” Phys.Rev.D 62, 113008, [Erratum: Phys.Rev.D 65, 119901 (2002)], arXiv:hep-ph/0004115."
A424,AGOSTINI,Hirsch,2000,hep-ph/0002264,,Bilinear R-parity violating SUSY: Neutrinoless double beta decay in the light of solar and atmospheric neutrino data,"Hirsch, M, J. C. Romao, and J. W. F. Valle (2000b), “Bilinear R-parity violating SUSY: Neutrinoless double beta decay in the light of solar and atmospheric neutrino data,” Phys. Lett. B 486, 255-262, arXiv:hep-ph/0002264."
A425,AGOSTINI,Hoferichter,2019,,,Nuclear structure factors for general spinindependent WIMP-nucleus scattering,"Hoferichter, M, Philipp Klos, J. Menéndez, and A. Schwenk (2019), “Nuclear structure factors for general spinindependent WIMP-nucleus scattering,” Phys. Rev. D 99, 055031."
A426,AGOSTINI,Hoferichter,2020,,,Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,"Hoferichter, M, J. Menéndez, and A. Schwenk (2020), “Coherent elastic neutrino-nucleus scattering: EFT analysis and nuclear responses,” Phys. Rev. D 102, 074018, 2007.08529."
A427,AGOSTINI,Holt,2013,,,Effective double-β-decay operator for 76 Ge and 82 Se,"Holt, J D, and J. Engel (2013), “Effective double-β-decay operator for 76 Ge and 82 Se,” Phys. Rev. C 87, 064315."
A428,AGOSTINI,’t Hooft,1976,,,Symmetry breaking through bell-jackiw anomalies,"’t Hooft, G (1976), “Symmetry breaking through bell-jackiw anomalies,” Phys.Rev.Lett. 37, 8-11."
A429,AGOSTINI,Hoppe,2014,,,Reduction of radioactive backgrounds in electroformed copper for ultra-sensitive radiation detectors,"Hoppe, E W, C. E. Aalseth, O. T. Farmer, T. W. Hossbach, M. Liezers, H. S. Miley, N. R. Overman, and J. H. Reeves (2014), “Reduction of radioactive backgrounds in electroformed copper for ultra-sensitive radiation detectors,” Nucl. Instrum. Meth. A 764, 116-121."
A430,AGOSTINI,Horoi,2013,,,Shell-model analysis of the 136 Xe double beta decay nuclear matrix elements,"Horoi, M, and B.A. Brown (2013), “Shell-model analysis of the 136 Xe double beta decay nuclear matrix elements,” Phys. Rev. Lett. 110, 222502."
A431,AGOSTINI,Horoi,2016,,,Analysis of mechanisms that could contribute to neutrinoless double-beta decay,"Horoi, M, and A. Neacsu (2016a), “Analysis of mechanisms that could contribute to neutrinoless double-beta decay,” Phys. Rev. D 93, 113014."
A432,AGOSTINI,Horoi,2016,,,Shell model predictions for 124 Sn double-β decay,"Horoi, M, and A. Neacsu (2016b), “Shell model predictions for 124 Sn double-β decay,” Phys. Rev. C 93, 024308."
A433,AGOSTINI,Horoi,2018,,,Shell model study of using an effective field theory for disentangling several contributions to neutrinoless double-β decay,"Horoi, M, and A. Neacsu (2018), “Shell model study of using an effective field theory for disentangling several contributions to neutrinoless double-β decay,” Phys. Rev. C 98, 035502."
A434,AGOSTINI,Horoi,2022,2203.10577,,A Statistical Analysis for the Neutrinoless Double-Beta Decay Matrix element of 48 Ca,"Horoi, M, A. Neacsu, and S. Stoica (2022), “A Statistical Analysis for the Neutrinoless Double-Beta Decay Matrix element of 48 Ca,” arXiv:2203.10577 [nucl-th]."
A435,AGOSTINI,Hyvarinen,2015,,,Nuclear matrix elements for 0νββ decays with light or heavy Majorananeutrino exchange,"Hyvarinen, J, and J. Suhonen (2015), “Nuclear matrix elements for 0νββ decays with light or heavy Majorananeutrino exchange,” Phys. Rev. C 91, 024613. IAEA, (2015), The Fukushima Daiichi Accident, Non-serial Publications (INTERNATIONAL ATOMIC ENERGY AGENCY, Vienna)."
A436,AGOSTINI,Ianni,2020,,,Considerations on Underground Laboratories,"Ianni, Aldo (2020), “Considerations on Underground Laboratories,” J. Phys. Conf. Ser. 1342 (1), 012003."
A437,AGOSTINI,Ichikawa,2019,,,Interplay between nuclear shell evolution and shape deformation revealed by the magnetic moment of 75 Cu,"Ichikawa, Y, et al. (2019), “Interplay between nuclear shell evolution and shape deformation revealed by the magnetic moment of 75 Cu,” Nature Phys. 15, 321-325."
A438,AGOSTINI,Ichimura,2006,,,"Spin-isospin responses via (p,n) and (n,p) reactions","Ichimura, M, H. Sakai, and T. Wakasa (2006), “Spin-isospin responses via (p,n) and (n,p) reactions,” Prog. Part. Nucl. Phys. 56, 446-531."
A439,AGOSTINI,Inghram,1949,,,On the double beta-process,"Inghram, M G, and J. H. Reynolds (1949), “On the double beta-process,” Phys. Rev. 76, 1265-1266."
A440,AGOSTINI,Inghram,1950,,,Double betadecay of Te-130,"Inghram, M G, and J. H. Reynolds (1950), “Double betadecay of Te-130,” Phys. Rev. 78, 822-823."
A441,AGOSTINI,Irwin,1995,,10.1063/1.113674,An application of electrothermal feedback for high resolution cryogenic particle detection,"Irwin, KD (1995), “An application of electrothermal feedback for high resolution cryogenic particle detection,” Applied Physics Letters 66 (15), 10.1063/1.113674."
A442,AGOSTINI,Irwin,2005,,,Transition-edge sensors,"Irwin, KD, and G.C. Hilton (2005), “Transition-edge sensors,” in Cryogenic Particle Detection, edited by C. Enss (Springer Berlin Heidelberg, Berlin, Heidelberg) pp. 63- 150."
A443,AGOSTINI,Iwata,2016,,,Large-scale shell-model analysis of the neutrinoless ββ decay of 48 Ca,"Iwata, Y, N. Shimizu, T. Otsuka, Y. Utsuno, J. Menéndez, M. Honma, and T. Abe (2016), “Large-scale shell-model analysis of the neutrinoless ββ decay of 48 Ca,” Phys. Rev. Lett. 116 (11), 112502."
A444,AGOSTINI,Iwata,2015,,,Ingredients of nuclear matrix element for two-neutrino double-beta decay of 48Ca,"Iwata, Y, N. Shimizu, Y. Utsuno, M. Honma, T. Abe, and T. Otsuka (2015), “Ingredients of nuclear matrix element for two-neutrino double-beta decay of 48Ca,” JPS Conf. Proc. 6, 030057, 1409.4003."
A445,AGOSTINI,Jansen,2014,,,Ab-initio coupled-cluster effective interactions for the shell model: Application to neutron-rich oxygen and carbon isotopes,"Jansen, G R, J. Engel, G. Hagen, P. Navrátil, and A. Signoracci (2014), “Ab-initio coupled-cluster effective interactions for the shell model: Application to neutron-rich oxygen and carbon isotopes,” Phys. Rev. Lett. 113, 142502."
A446,AGOSTINI,Jiao,2019,,,"The marriage of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-beta decay","Jiao, C, and C. W. Johnson (2019), “The marriage of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-beta decay,” Phys. Rev. C 100, 031303."
A447,AGOSTINI,Jiao,2017,,,Neutrinoless double-beta decay matrix elements in large shell-model spaces with the generator-coordinate method,"Jiao, C F, J. Engel, and J. D. Holt (2017), “Neutrinoless double-beta decay matrix elements in large shell-model spaces with the generator-coordinate method,” Phys. Rev. C 96, 054310."
A448,AGOSTINI,Jiao,2018,,,"Neutrinoless double-β decay of 124Sn, 130Te, and 136Xe in the Hamiltonian-based generator-coordinate method","Jiao, C F, M. Horoi, and A. Neacsu (2018), “Neutrinoless double-β decay of 124Sn, 130Te, and 136Xe in the Hamiltonian-based generator-coordinate method,” Phys. Rev. C 98, 064324."
A449,AGOSTINI,Jokiniemi,2021,2111.12992,,Ab initio calculation of muon capture on 24 Mg,"Jokiniemi, L, T. Miyagi, S. R. Stroberg, J. D. Holt, J. Kotila, and J. Suhonen (2021a), “Ab initio calculation of muon capture on 24 Mg,” arXiv:2111.12992 [nucl-th]."
A450,AGOSTINI,Jokiniemi,2021,,,Impact of the leading-order short-range nuclear matrix element on the neutrinoless double-beta decay of heavy nuclei,"Jokiniemi, L, P. Soriano, and J. Menéndez (2021b), “Impact of the leading-order short-range nuclear matrix element on the neutrinoless double-beta decay of heavy nuclei,” 2107.13354."
A451,AGOSTINI,Jokiniemi,2019,,,Muon-capture strength functions in intermediate nuclei of 0νββ decays,"Jokiniemi, L, and J. Suhonen (2019), “Muon-capture strength functions in intermediate nuclei of 0νββ decays,” Phys. Rev. C 100, 014619."
A452,AGOSTINI,Jokiniemi,2019,,,Pinning down the strength function for ordinary muon capture on 100 Mo,"Jokiniemi, L, J. Suhonen, H. Ejiri, and I. H. Hashim (2019), “Pinning down the strength function for ordinary muon capture on 100 Mo,” Phys. Lett. B 794, 143-147."
A453,AGOSTINI,Jokiniemi,2022,2207.05108,,Neutrinoless ββ-decay nuclear matrix elements from two-neutrino ββ-decay data,"Jokiniemi, Lotta, Beatriz Romeo, Pablo Soriano, and Javier Menéndez (2022), “Neutrinoless ββ-decay nuclear matrix elements from two-neutrino ββ-decay data,” arXiv:2207.05108 [nucl-th]."
A454,AGOSTINI,Jones,2021,2109.05902,,The Dynamics of Ions on Phased Radio-frequency Carpets in High Pressure Gases and Application for Barium Tagging in Xenon Gas Time Projection Chambers,"Jones, B J P, et al. (NEXT) (2021), “The Dynamics of Ions on Phased Radio-frequency Carpets in High Pressure Gases and Application for Barium Tagging in Xenon Gas Time Projection Chambers,” arXiv:2109.05902 [physics.ins-det]."
A455,AGOSTINI,Joshipura,2011,1102.5148,,Fermion Masses in SO(10) Models,"Joshipura, A S, and K. M. Patel (2011), “Fermion Masses in SO(10) Models,” Phys. Rev. D 83, 095002, arXiv:1102.5148 [hep-ph]. JSC Isotope, (last accessed: Sep. 2020a), http://www. isotop.ru/en/view/1653/. JSC Isotope, (last accessed: Sep. 2020b), http://www. isotop.ru/en/view/1658/. JSC Isotope, (last accessed: Sep. 2020c), http://www. isotop.ru/en/view/1667/. JSC Isotope, (last accessed: Sep. 2020d), http://www. isotop.ru/en/view/1308/."
A456,AGOSTINI,Kajantie,1996,hep-lat/9510020,,The Electroweak phase transition: A Nonperturbative analysis,"Kajantie, K, M. Laine, K. Rummukainen, and M. E. Shaposhnikov (1996), “The Electroweak phase transition: A Nonperturbative analysis,” Nucl. Phys. B 466, 189-258, arXiv:hep-lat/9510020."
A457,AGOSTINI,Kajita,2016,,,Nobel Lecture: Discovery of atmospheric neutrino oscillations,"Kajita, Takaaki (2016), “Nobel Lecture: Discovery of atmospheric neutrino oscillations,” Rev. Mod. Phys. 88 (3), 030501."
A458,AGOSTINI,Kalkstein,1952,,,An Investigation of the Double Beta-Decay of Sn-12450,"Kalkstein, M I, and W. F. Libby (1952), “An Investigation of the Double Beta-Decay of Sn-12450,” Phys. Rev. 85, 368-369."
A459,AGOSTINI,Kaptanoglu,2019,1811.11587,,Cherenkov and Scintillation Light Separation Using Wavelength in LAB Based Liquid Scintillator,"Kaptanoglu, T, M. Luo, and J. Klein (2019), “Cherenkov and Scintillation Light Separation Using Wavelength in LAB Based Liquid Scintillator,” JINST 14 (05), T05001, arXiv:1811.11587 [physics.ins-det]."
A460,AGOSTINI,Katayama,1962,,,Possible unified models of elementary particles with two neutrinos,"Katayama, Y, K. Matumoto, S. Tanaka, and E. Yamada (1962), “Possible unified models of elementary particles with two neutrinos,” Prog. Theor. Phys. 28, 675."
A461,AGOSTINI,Keefer,2015,1312.0977,,Laboratory studies on the removal of radon-born lead from KamLAND’s organic liquid scintillator,"Keefer, G, et al. (KamLAND) (2015), “Laboratory studies on the removal of radon-born lead from KamLAND’s organic liquid scintillator,” Nucl. Instrum. Meth. A 769, 79-87, arXiv:1312.0977 [physics.ins-det]."
A462,AGOSTINI,Kishimoto,2018,,,CANDLES for the study of 48 Ca double beta decay and its future prospect,"Kishimoto, T (CANDLES) (2018), “CANDLES for the study of 48 Ca double beta decay and its future prospect,” DBD18 workshop, Waikoloa HI, US."
A463,AGOSTINI,Kishimoto,2015,,,Calcium isotope enrichment by means of multichannel counter-current electrophoresis for the study of particle and nuclear physics,"Kishimoto, T, K. Matsuoka, T. Fukumoto, and S. Umehara (2015), “Calcium isotope enrichment by means of multichannel counter-current electrophoresis for the study of particle and nuclear physics,” PTEP 2015 (3), 033D03."
A464,AGOSTINI,Kitching,2015,1408.7052,,3D Weak Gravitational Lensing of the CMB and Galaxies,"Kitching, T D, A. F. Heavens, and S. Das (2015), “3D Weak Gravitational Lensing of the CMB and Galaxies,” Mon. Not. Roy. Astron. Soc. 449 (2), 2205-2214, arXiv:1408.7052 [astro-ph.CO]."
A465,AGOSTINI,Klapdor-Kleingrothaus,2001,hep-ph/0201231,,Evidence for neutrinoless double beta decay,"Klapdor-Kleingrothaus, H V, A. Dietz, H. L. Harney, and I. V. Krivosheina (2001a), “Evidence for neutrinoless double beta decay,” Mod. Phys. Lett. A 16, 2409-2420, arXiv:hep-ph/0201231."
A466,AGOSTINI,Klapdor-Kleingrothaus,2006,,,The evidence for the observation of 0nu beta beta decay: The identification of 0nu beta beta events from the full spectra,"Klapdor-Kleingrothaus, H V, and I. V. Krivosheina (2006), “The evidence for the observation of 0nu beta beta decay: The identification of 0nu beta beta events from the full spectra,” Mod. Phys. Lett. A 21, 1547-1566."
A467,AGOSTINI,Klapdor-Kleingrothaus,2004,hep-ph/0404088,,Search for neutrinoless double beta decay with enriched Ge-76 in Gran Sasso 1990-2003,"Klapdor-Kleingrothaus, H V, I. V. Krivosheina, A. Dietz, and O. Chkvorets (2004), “Search for neutrinoless double beta decay with enriched Ge-76 in Gran Sasso 1990-2003,” Phys. Lett. B 586, 198-212, arXiv:hep-ph/0404088."
A468,AGOSTINI,Klapdor-Kleingrothaus,2001,hep-ph/0103062,,Latest results from the Heidelberg-Moscow double beta decay experiment,"Klapdor-Kleingrothaus, H V, et al. (2001b), “Latest results from the Heidelberg-Moscow double beta decay experiment,” Eur. Phys. J. A 12, 147-154, arXiv:hep-ph/0103062."
A469,AGOSTINI,Kleemann,2021,,,Majorana parameters of the interacting boson model of nuclear structure and their implication for 0νββ decay,"Kleemann, J, et al. (2021), “Majorana parameters of the interacting boson model of nuclear structure and their implication for 0νββ decay,” Phys. Rev. C 104 (6), L061302."
A470,AGOSTINI,Klein,2017,,,,"Klein, J (2017), personal communication."
A471,AGOSTINI,van Kolck,1994,,,Few nucleon forces from chiral Lagrangians,"van Kolck, U (1994), “Few nucleon forces from chiral Lagrangians,” Phys. Rev. C 49, 2932-2941."
A472,AGOSTINI,Kolhinen,2010,,,Double-beta decay Q value of Nd-150,"Kolhinen, VS, et al. (2010), “Double-beta decay Q value of Nd-150,” Phys. Rev. C 82, 022501."
A473,AGOSTINI,Kortelainen,2007,,,Short-range correlations and neutrinoless double beta decay,"Kortelainen, M, O. Civitarese, J. Suhonen, and J. Toivanen (2007), “Short-range correlations and neutrinoless double beta decay,” Phys. Lett. B 647, 128-132."
A474,AGOSTINI,Kostensalo,2017,,,Electron spectra in forbidden β decays and the quenching of the weak axial-vector coupling constant gA,"Kostensalo, J, M. Haaranen, and J. Suhonen (2017), “Electron spectra in forbidden β decays and the quenching of the weak axial-vector coupling constant gA,” Phys. Rev. C 95, 044313."
